pair;round;nrTurns;success
35;2;3;true
35;3;6;false
35;4;1;true
35;5;1;false
36;0;7;true
36;1;7;true
36;2;7;false
36;3;1;false
36;4;1;false
36;5;1;false
37;0;7;false
37;1;7;false
37;2;5;true
37;3;3;false
37;4;1;false
37;5;1;true
38;0;7;true
38;1;7;false
38;2;7;false
38;3;1;false
38;4;1;false
38;5;1;false
39;0;7;true
39;1;7;false
39;2;7;false
39;3;1;false
39;4;1;true
39;5;1;true
40;0;3;true
40;1;7;false
40;2;7;false
40;3;5;false
40;4;1;true
40;5;1;true
41;0;7;false
41;1;7;false
41;2;7;false
41;3;1;false
41;4;1;true
41;5;1;false
42;0;7;true
42;1;7;false
42;2;7;true
42;3;1;true
42;4;1;false
42;5;1;false
43;0;7;false
43;1;5;true
43;2;7;true
43;3;3;true
43;4;1;false
43;5;1;false
44;0;7;false
44;1;7;false
44;2;7;false
44;3;1;true
44;4;1;true
44;5;1;false
45;0;7;true
45;1;7;true
45;2;7;false
45;3;1;false
45;4;1;true
45;5;1;false
46;0;7;false
46;1;7;true
46;2;1;true
46;3;2;true
46;4;1;true
46;5;1;true
47;0;7;true
47;1;7;false
47;2;7;true
47;3;1;false
47;4;1;true
47;5;1;false
48;0;7;false
48;1;7;true
48;2;7;true
48;3;1;true
48;4;1;false
48;5;1;false
49;0;7;true
49;1;3;true
49;2;7;false
49;3;5;false
49;4;1;false
49;5;1;false
50;0;7;true
50;1;7;false
50;2;7;false
50;3;2;false
50;4;1;false
50;5;1;false
51;0;7;false
51;1;7;true
51;2;3;true
51;3;1;true
51;4;5;true
51;5;1;false
52;0;7;true
52;1;7;true
52;2;7;true
52;3;1;true
52;4;1;false
52;5;1;false
53;0;4;true
53;1;7;false
53;2;7;false
53;3;4;true
53;4;1;true
53;5;1;false
54;0;7;true
54;1;7;true
54;2;7;false
54;3;2;true
54;4;1;false
54;5;1;false
55;0;7;false
55;1;7;false
55;2;7;false
55;3;1;false
55;4;1;true
55;5;1;false
56;0;7;true
56;1;7;false
56;2;7;false
56;3;1;true
56;4;1;false
56;5;1;true
57;0;7;false
57;1;7;false
57;2;7;false
57;3;1;false
57;4;1;false
57;5;1;false
58;0;7;true
58;1;7;true
58;2;7;true
58;3;1;false
58;4;1;true
58;5;1;false
59;0;7;false
59;1;7;true
59;2;7;true
59;3;1;false
59;4;1;false
59;5;1;true
60;0;7;false
60;1;7;false
60;2;7;true
60;3;1;false
60;4;1;true
60;5;1;false
61;0;7;false
61;1;7;false
61;2;7;true
61;3;1;false
61;4;1;false
61;5;1;true
62;0;7;false
62;1;7;false
62;2;7;true
62;3;1;true
62;4;1;false
62;5;1;true
63;0;4;true
63;1;7;false
63;2;7;true
63;3;4;false
63;4;1;true
63;5;1;false
64;0;7;true
64;1;7;false
64;2;7;false
64;3;1;false
64;4;1;false
64;5;1;false
65;0;7;false
65;1;7;true
65;2;7;true
65;3;1;false
65;4;1;false
65;5;1;false
66;0;7;false
66;1;7;false
66;2;7;true
66;3;2;false
66;4;1;true
66;5;1;false
67;0;7;false
67;1;7;true
67;2;7;false
67;3;1;false
67;4;1;false
67;5;1;true
68;0;7;false
68;1;7;false
68;2;7;true
68;3;1;false
68;4;1;false
68;5;1;false
69;0;4;true
69;1;7;false
69;2;7;false
69;3;4;true
69;4;1;true
69;5;1;false
70;0;7;true
70;1;7;false
70;2;7;true
70;3;1;true
70;4;1;true
70;5;1;false
71;0;7;false
71;1;7;true
71;2;7;false
71;3;1;false
71;4;1;false
71;5;1;true
72;0;3;true
72;1;1;false
72;2;7;true
72;3;7;true
72;4;5;true
72;5;1;false
73;0;7;false
73;1;7;false
73;2;7;true
73;3;1;false
73;4;1;false
73;5;1;false
74;0;6;true
74;1;2;true
74;2;7;false
74;3;7;true
74;4;1;true
74;5;1;false
75;0;7;true
75;1;7;false
75;2;7;false
75;3;1;false
75;4;1;true
75;5;1;true
76;0;7;true
76;1;7;true
76;2;7;false
76;3;1;false
76;4;1;true
76;5;1;false
77;0;6;false
77;1;7;true
77;2;7;true
77;3;3;true
77;4;1;true
77;5;1;true
78;0;3;true
78;1;7;false
78;2;7;true
78;3;6;true
78;4;1;false
78;5;1;true
79;0;7;false
79;1;7;true
79;2;7;true
79;3;1;true
79;4;1;false
79;5;1;true
80;0;7;false
80;1;6;true
80;2;7;false
80;3;2;false
80;4;1;false
80;5;1;false
81;0;7;false
81;1;7;true
81;2;7;true
81;3;2;false
81;4;1;false
81;5;1;true
82;0;7;true
82;1;7;false
82;2;7;true
82;3;1;true
82;4;1;false
82;5;1;false
83;0;7;true
83;1;7;false
83;2;7;false
83;3;1;false
83;4;1;true
83;5;1;false
84;0;7;false
84;1;7;false
84;2;7;false
84;3;1;false
84;4;1;false
84;5;1;false
85;0;7;false
85;1;7;false
85;2;7;false
85;3;1;false
85;4;1;false
85;5;1;false
86;0;4;true
86;1;7;false
86;2;7;false
86;3;4;true
86;4;1;false
86;5;1;false
87;0;7;false
87;1;7;false
87;2;7;true
87;3;1;false
87;4;1;true
87;5;1;false
88;0;6;true
88;1;1;true
88;2;5;true
88;3;2;true
88;4;7;true
88;5;3;true
89;0;7;true
89;1;7;true
89;2;7;false
89;3;2;true
89;4;1;false
89;5;1;true
90;0;7;true
90;1;7;true
90;2;7;false
90;3;1;false
90;4;1;false
90;5;1;false
91;0;7;true
91;1;7;true
91;2;7;false
91;3;3;true
91;4;1;false
91;5;1;false
92;0;7;false
92;1;7;true
92;2;7;false
92;3;2;false
92;4;1;false
92;5;1;true
93;0;2;true
93;1;7;true
93;2;3;true
93;3;7;true
93;4;4;true
93;5;1;true
94;0;7;true
94;1;7;true
94;2;7;true
94;3;1;false
94;4;1;false
94;5;1;false
95;0;7;false
95;1;7;false
95;2;7;false
95;3;1;false
95;4;1;false
95;5;1;false
96;0;7;true
96;1;7;true
96;2;7;true
96;3;1;false
96;4;1;false
96;5;1;true
97;0;5;false
97;1;7;false
97;2;7;true
97;3;3;true
97;4;1;false
97;5;1;false
98;0;7;false
98;1;7;false
98;2;7;false
98;3;1;false
98;4;1;false
98;5;1;true
99;0;7;false
99;1;7;true
99;2;7;false
99;3;1;false
99;4;1;false
99;5;1;false
