pair;round;turn;initiatorIntention;initiatorSignal;responderInference;responderSignal;entropyInitiatorListen;entropyResponderListen;entropyInitiatorLexicon;entropyResponderLexicon;KLDivItoR;KLDivRtoI
0;0;0;R2;S1;R2;I understand;NA;0.37427400826572416514017823843514934;4.698981081138424879673197345643720501476350123837055667568640195710231300;4.698981081138424879673197345643720501476350123837055667568640195710231300;0E-74;0E-74
0;1;0;R1;S3;R1;S3;NA;0.9516302376876070141478914606174024;4.698981081138424879673197345643720501476350123837055667568640195710231300;4.698981081138424879673197345643720501476350123837055667568640195710231300;0E-74;0E-74
0;1;0;R1;S3;R1;I understand;0.9516302376876070141478914606174024;0.5344923764639307019825887442115381;4.698981081138424879673197345643720501476350123837055667568640195710231300;3.8823511955366618076631850739026999565234845998780667260628308152692996;1.3957985730692382757299274601078551092328737561329531938351732091802393239;0.6305849685009291169780516103609710929647788489816272376064565016884667915
0;2;0;R1;S3;R1;I understand;NA;0.5344923764639307019825887442115381;3.8823511955366618076631850739026999565234845998780667260628308152692996;3.8823511955366618076631850739026999565234845998780667260628308152692996;0E-72;0E-72
0;3;0;R1;S3;R1;I understand;NA;0.5344923764639307019825887442115381;3.8823511955366618076631850739026999565234845998780667260628308152692996;3.8823511955366618076631850739026999565234845998780667260628308152692996;0E-72;0E-72
0;4;0;R2;S1;R1;I understand;NA;0.41404195362343909424766926364814016;3.8823511955366618076631850739026999565234845998780667260628308152692996;3.8823511955366618076631850739026999565234845998780667260628308152692996;0E-72;0E-72
0;5;0;R1;S3;R1;I understand;NA;0.5344923764639307019825887442115381;3.8823511955366618076631850739026999565234845998780667260628308152692996;3.8823511955366618076631850739026999565234845998780667260628308152692996;0E-72;0E-72
1;0;0;R1;S3;R1;S3;NA;0.9516302376876070141478914606174024;4.698981081138424879673197345643720501476350123837055667568640195710231300;4.698981081138424879673197345643720501476350123837055667568640195710231300;0E-74;0E-74
1;0;0;R1;S3;R1;I understand;0.9516302376876070141478914606174024;0.5344923764639307019825887442115381;4.698981081138424879673197345643720501476350123837055667568640195710231300;3.8823511955366618076631850739026999565234845998780667260628308152692996;1.3957985730692382757299274601078551092328737561329531938351732091802393239;0.6305849685009291169780516103609710929647788489816272376064565016884667915
1;1;0;R2;S1;R2;I understand;NA;0.41404195362343909424766926364814016;3.8823511955366618076631850739026999565234845998780667260628308152692996;3.8823511955366618076631850739026999565234845998780667260628308152692996;0E-72;0E-72
1;2;0;S4;S4;S4;S4;NA;0.8156447338916821397533634532571830;3.8823511955366618076631850739026999565234845998780667260628308152692996;3.8823511955366618076631850739026999565234845998780667260628308152692996;0E-72;0E-72
1;2;0;S4;S4;S4;I understand;0.8156447338916821397533634532571830;0.41284215612578866931868567633662466;3.8823511955366618076631850739026999565234845998780667260628308152692996;3.0631010975995373823445704839570834260434502034563297260482870390073943;2.58836583311855063604715418456966980700273673448690886714344520784782868;0.98017989699082860971460473690345797848597212256828251832225025000724749
1;3;0;R1;S3;R1;I understand;NA;0.7635386182245521055433306168610191;3.0631010975995373823445704839570834260434502034563297260482870390073943;3.0631010975995373823445704839570834260434502034563297260482870390073943;0E-72;0E-72
1;4;0;S4;S4;S4;I understand;NA;0.41284215612578866931868567633662466;3.0631010975995373823445704839570834260434502034563297260482870390073943;3.0631010975995373823445704839570834260434502034563297260482870390073943;0E-72;0E-72
1;5;0;S4;S4;S4;I understand;NA;0.41284215612578866931868567633662466;3.0631010975995373823445704839570834260434502034563297260482870390073943;3.0631010975995373823445704839570834260434502034563297260482870390073943;0E-72;0E-72
2;0;0;R1;S3;R1;S3;NA;0.9516302376876070141478914606174024;4.698981081138424879673197345643720501476350123837055667568640195710231300;4.698981081138424879673197345643720501476350123837055667568640195710231300;0E-74;0E-74
2;0;0;R1;S3;R1;I understand;0.9516302376876070141478914606174024;0.5344923764639307019825887442115381;4.698981081138424879673197345643720501476350123837055667568640195710231300;3.8823511955366618076631850739026999565234845998780667260628308152692996;1.3957985730692382757299274601078551092328737561329531938351732091802393239;0.6305849685009291169780516103609710929647788489816272376064565016884667915
2;1;0;R1;S3;R1;I understand;NA;0.5344923764639307019825887442115381;3.8823511955366618076631850739026999565234845998780667260628308152692996;3.8823511955366618076631850739026999565234845998780667260628308152692996;0E-72;0E-72
2;2;0;S4;S4;R2;S1;NA;0.8156447338916821397533634532571830;3.8823511955366618076631850739026999565234845998780667260628308152692996;3.8823511955366618076631850739026999565234845998780667260628308152692996;0E-72;0E-72
2;2;0;S4;S2;R1;S3;0.41404195362343909424766926364814016;0.9215917013249799449726893794596116;3.8823511955366618076631850739026999565234845998780667260628308152692996;1.224517993864179835804001915582807003886202409401056600008713886216817;0.90520337677485025937562235561330763212475307684122938174971977943953707;2.35327003305328343765678096647571869302743279142103698299608208634691473
2;2;1;S4;S4;R2;I understand;0.21753336715532336265604543443172966;0.7518034129277196841656032860452648;1.224517993864179835804001915582807003886202409401056600008713886216817;2.1229338131755076827298735674718731555945480857137621616669199916;2.185436520337243474975537806684567950150237813013976215847818605741;2.081418248956425816278619888097892991865135336288347268608201274226
2;3;0;S4;S4;S4;I understand;NA;0.7518034129277196841656032860452648;2.1229338131755076827298735674718731555945480857137621616669199916;2.1229338131755076827298735674718731555945480857137621616669199916;0E-66;0E-66
2;4;0;S4;S4;S4;I understand;NA;0.7518034129277196841656032860452648;2.1229338131755076827298735674718731555945480857137621616669199916;2.1229338131755076827298735674718731555945480857137621616669199916;0E-66;0E-66
2;5;0;R2;S1;R2;I understand;NA;0.4811463543820282420405869721770625;2.1229338131755076827298735674718731555945480857137621616669199916;2.1229338131755076827298735674718731555945480857137621616669199916;0E-66;0E-66
3;0;0;S4;S4;S4;I understand;NA;0.7458845276105604984255586003720255;4.698981081138424879673197345643720501476350123837055667568640195710231300;4.698981081138424879673197345643720501476350123837055667568640195710231300;0E-74;0E-74
3;1;0;R1;S3;R1;S3;NA;0.9516302376876070141478914606174024;4.698981081138424879673197345643720501476350123837055667568640195710231300;4.698981081138424879673197345643720501476350123837055667568640195710231300;0E-74;0E-74
3;1;0;R1;S3;R1;I understand;0.9516302376876070141478914606174024;0.5344923764639307019825887442115381;4.698981081138424879673197345643720501476350123837055667568640195710231300;3.8823511955366618076631850739026999565234845998780667260628308152692996;1.3957985730692382757299274601078551092328737561329531938351732091802393239;0.6305849685009291169780516103609710929647788489816272376064565016884667915
3;2;0;R2;S1;R2;I understand;NA;0.41404195362343909424766926364814016;3.8823511955366618076631850739026999565234845998780667260628308152692996;3.8823511955366618076631850739026999565234845998780667260628308152692996;0E-72;0E-72
3;3;0;S4;S4;S4;S4;NA;0.8156447338916821397533634532571830;3.8823511955366618076631850739026999565234845998780667260628308152692996;3.8823511955366618076631850739026999565234845998780667260628308152692996;0E-72;0E-72
3;3;0;S4;S4;S4;I understand;0.8156447338916821397533634532571830;0.41284215612578866931868567633662466;3.8823511955366618076631850739026999565234845998780667260628308152692996;3.0631010975995373823445704839570834260434502034563297260482870390073943;2.58836583311855063604715418456966980700273673448690886714344520784782868;0.98017989699082860971460473690345797848597212256828251832225025000724749
3;4;0;R1;S3;S4;I understand;NA;0.7635386182245521055433306168610191;3.0631010975995373823445704839570834260434502034563297260482870390073943;3.0631010975995373823445704839570834260434502034563297260482870390073943;0E-72;0E-72
3;5;0;S4;S4;S4;I understand;NA;0.41284215612578866931868567633662466;3.0631010975995373823445704839570834260434502034563297260482870390073943;3.0631010975995373823445704839570834260434502034563297260482870390073943;0E-72;0E-72
4;0;0;R2;S1;R2;I understand;NA;0.37427400826572416514017823843514934;4.698981081138424879673197345643720501476350123837055667568640195710231300;4.698981081138424879673197345643720501476350123837055667568640195710231300;0E-74;0E-74
4;1;0;R1;S3;R1;S3;NA;0.9516302376876070141478914606174024;4.698981081138424879673197345643720501476350123837055667568640195710231300;4.698981081138424879673197345643720501476350123837055667568640195710231300;0E-74;0E-74
4;1;0;R1;S3;R1;I understand;0.9516302376876070141478914606174024;0.5344923764639307019825887442115381;4.698981081138424879673197345643720501476350123837055667568640195710231300;3.8823511955366618076631850739026999565234845998780667260628308152692996;1.3957985730692382757299274601078551092328737561329531938351732091802393239;0.6305849685009291169780516103609710929647788489816272376064565016884667915
