pair;round;turn;initiatorIntention;initiatorSignal;responderInference;responderSignal;entropyInitiatorListen;entropyResponderListen;entropyInitiatorLexicon;entropyResponderLexicon;KLDivItoR;KLDivRtoI
0;0;0;R2;S4;R2;S4;NA;1.09220317803381443700388823884179723;2.544197507453808039366753681385027169517;2.544197507453808039366753681385027169517;0E-40;0E-40
0;0;0;R2;S4;S4;S3;1.09220317803381443700388823884179723;1.001633823266731956116998845335385148;2.544197507453808039366753681385027169517;2.1564969188745406994547636816226261310;0.9077587524622261595187238919668589442358;0.4112454352025567844270490409141876797
0;0;1;R2;S4;S4;S3;0.268351099629391962371024056209229866;1.0003185647610636362017581992492844557;2.1564969188745406994547636816226261310;2.374383244693222753145149990733337599;0.86036277422360698648677276797810022478;0.6635978092963792259555207973723200839
0;0;2;R2;S4;S4;S3;0.0257081817787242697418463729556669149;1.00002223481369344521288709552077995538;2.374383244693222753145149990733337599;1.7518754150670519128781358064005283311;0.282630256790975956548401182637883192;0.18498806842939374921007972482282083676
0;0;3;R2;S4;R2;S4;0.00145803424037236528878156862972757065;1.000001216853566708967031310375702454213;1.7518754150670519128781358064005283311;1.33753045231305751647633707816886858618;0.08601966123432168471935482244498118655;0.060097081723159716134339200110236814498
0;0;4;R2;S4;R2;S4;1.000001216853566708967031310375702454213;1.000000008870311372308747514324033512325177;1.33753045231305751647633707816886858618;1.1342601107530023058134107240020408220517;0.02826590435769148548450524496615401465758;0.01940090481072871872404162527684546240773
0;0;5;R2;S1;NA;NA;1.000000008870311372308747514324033512325177;NA;1.1342601107530023058134107240020408220517;NA;NA;NA
0;1;0;S4;S3;S4;I understand;NA;0.000066881368475202492090898327853989941;1.050082866456692100401324912386199058013274;1.050082866456692100401324912386199058013274;0E-44;0E-44
0;2;0;R1;S2;S4;S3;NA;1.4761837699758888086340239234294913;1.050082866456692100401324912386199058013274;1.050082866456692100401324912386199058013274;0E-44;0E-44
0;2;0;R1;S2;R1;S2;0.000066881368475202492090898327853989941;0.9999916301473811400473076903014940;1.050082866456692100401324912386199058013274;0.0029122336973365055693889805831531176;-0.34734305219685781981289811734596716576;0.6982169350512044987144384522090676760
0;2;1;R1;S2;S4;I understand;0.9999916301473811400473076903014940;0.5032583347756456918035092699463956;0.0029122336973365055693889805831531176;0.6789538995185758152723585756900964;0.196131737219572810567934041887334277;1.0464981809847542062680295953633017
0;3;0;R2;S4;S4;S3;NA;1.0000000000000000000000000000000000;0.6789538995185758152723585756900964;0.6789538995185758152723585756900964;0E-34;0E-34
0;3;0;R2;S4;S4;S3;0.058333706237531138043603165262638443;1.0000000000000000000000000000000000;0.6789538995185758152723585756900964;0.058663259022423522968752926078306282;0.4310420971285561114662051194545737;0.16748236528137607896578711609407690
0;3;1;R2;S4;R2;S1;0.0029116776377229918787159965499244179;1.0000000000000000000000000000000000;0.058663259022423522968752926078306282;0.0029122336972010726559007311832021789;0.016931621446593167780322794577525383;0.0058588752460115982403381996643043459
0;3;2;R2;S1;R1;S2;1.5849625007211561814537389439478166;1.5849625007211561814537389439478166;0.0029122336972010726559007311832021789;0.0029122582578947416455861841376530883;9.501465108337533358945214864E-15;9.501494973354876533562489198E-15
0;3;3;R2;S4;R2;S1;0.9999916299900021439347229062812542;1.0000000000000000000000000000000000;0.0029122582578947416455861841376530883;0.058995794135148109305772300618376502;0.0059039896688983316160115749366068412;0.017092057584367355073458496943437506
0;3;4;R2;S1;R1;I understand;1.5849625007211561814537389439478166;0.0;0.058995794135148109305772300618376502;0.0;0.0;0.0
0;4;0;R1;S1;R1;I understand;NA;0.0;0.0;0.0;0.0;0.0
0;5;0;R1;S1;R1;I understand;NA;0.0;0.0;0.0;0.0;0.0
1;0;0;S4;S3;S4;I understand;NA;0.113385170973927633941636238607908918;2.544197507453808039366753681385027169517;2.544197507453808039366753681385027169517;0E-40;0E-40
1;1;0;R2;S4;S4;S3;NA;1.09220317803381443700388823884179723;2.544197507453808039366753681385027169517;2.544197507453808039366753681385027169517;0E-40;0E-40
