pair;round;nrTurns;success
27;3;1;true
27;4;1;true
27;5;1;true
28;0;2;true
28;1;2;true
28;2;1;true
28;3;1;true
28;4;1;true
28;5;7;true
29;0;7;false
29;1;7;true
29;2;7;false
29;3;1;false
29;4;1;false
29;5;1;true
30;0;1;false
30;1;1;true
30;2;7;true
30;3;7;false
30;4;7;false
30;5;1;true
31;0;7;false
31;1;7;false
31;2;7;false
31;3;1;true
31;4;1;false
31;5;1;false
32;0;1;true
32;1;1;true
32;2;1;true
32;3;1;true
32;4;7;false
32;5;7;false
33;0;7;false
33;1;1;true
33;2;7;true
33;3;7;false
33;4;1;true
33;5;1;true
34;0;2;true
34;1;1;false
34;2;2;true
34;3;1;true
34;4;1;false
34;5;7;true
35;0;3;true
35;1;3;true
35;2;1;true
35;3;1;true
35;4;1;true
35;5;1;true
36;0;7;false
36;1;7;false
36;2;7;true
36;3;1;false
36;4;1;false
36;5;1;false
37;0;1;true
37;1;5;false
37;2;2;true
37;3;7;false
37;4;7;false
37;5;2;true
38;0;7;true
38;1;7;false
38;2;7;true
38;3;1;false
38;4;1;false
38;5;1;true
39;0;1;true
39;1;7;true
39;2;7;true
39;3;7;false
39;4;1;false
39;5;1;false
40;0;1;true
40;1;1;true
40;2;1;true
40;3;1;true
40;4;1;true
40;5;1;true
41;0;1;true
41;1;1;true
41;2;1;true
41;3;1;true
41;4;1;true
41;5;1;true
42;0;1;true
42;1;1;true
42;2;7;true
42;3;7;false
42;4;7;true
42;5;1;false
43;0;1;true
43;1;7;false
43;2;1;true
43;3;7;false
43;4;7;true
43;5;1;false
44;0;7;true
44;1;7;false
44;2;7;true
44;3;1;false
44;4;1;false
44;5;1;true
45;0;1;true
45;1;7;true
45;2;2;true
45;3;6;true
45;4;7;false
45;5;1;false
46;0;1;true
46;1;7;false
46;2;5;true
46;3;1;true
46;4;7;true
46;5;3;true
47;0;1;true
47;1;7;false
47;2;7;false
47;3;7;false
47;4;1;false
47;5;1;false
48;0;2;true
48;1;2;true
48;2;1;true
48;3;1;true
48;4;1;true
48;5;7;false
49;0;7;false
49;1;7;false
49;2;3;true
49;3;1;true
49;4;5;false
49;5;1;true
50;0;7;true
50;1;7;true
50;2;7;false
50;3;1;false
50;4;1;true
50;5;1;false
51;0;1;true
51;1;7;false
51;2;2;false
51;3;7;true
51;4;6;false
51;5;1;true
52;0;7;false
52;1;7;true
52;2;7;true
52;3;1;false
52;4;1;false
52;5;1;false
53;0;7;false
53;1;7;true
53;2;4;true
53;3;1;true
53;4;1;true
53;5;4;false
54;0;7;false
54;1;7;false
54;2;7;true
54;3;3;false
54;4;1;true
54;5;1;true
55;0;7;false
55;1;7;false
55;2;7;false
55;3;1;false
55;4;1;false
55;5;1;false
56;0;1;true
56;1;1;true
56;2;1;true
56;3;1;true
56;4;1;true
56;5;1;true
57;0;1;true
57;1;1;true
57;2;1;true
57;3;1;true
57;4;1;true
57;5;2;true
58;0;1;true
58;1;1;true
58;2;7;false
58;3;4;false
58;4;1;true
58;5;1;true
59;0;7;false
59;1;7;false
59;2;7;false
59;3;1;true
59;4;1;false
59;5;1;true
60;0;1;true
60;1;1;true
60;2;7;true
60;3;1;false
60;4;1;false
60;5;1;false
61;0;1;true
61;1;1;true
61;2;1;false
61;3;1;true
61;4;1;true
61;5;7;true
62;0;1;true
62;1;7;false
62;2;7;false
62;3;7;false
62;4;1;true
62;5;1;false
63;0;7;true
63;1;7;false
63;2;7;false
63;3;1;false
63;4;1;true
63;5;1;false
64;0;1;false
64;1;1;false
64;2;7;false
64;3;2;true
64;4;2;true
64;5;7;true
65;0;1;true
65;1;7;false
65;2;7;false
65;3;7;false
65;4;1;false
65;5;1;false
66;0;7;false
66;1;6;true
66;2;1;true
66;3;1;true
66;4;4;true
66;5;5;false
67;0;1;true
67;1;1;true
67;2;1;false
67;3;1;true
67;4;7;true
67;5;7;false
68;0;1;true
68;1;7;false
68;2;5;true
68;3;7;false
68;4;3;false
68;5;1;true
69;0;1;true
69;1;1;true
69;2;1;true
69;3;1;true
69;4;1;true
69;5;7;false
70;0;7;true
70;1;7;false
70;2;7;true
70;3;1;false
70;4;1;false
70;5;1;true
71;0;2;true
71;1;1;true
71;2;2;true
71;3;7;true
71;4;7;true
71;5;5;false
72;0;1;true
72;1;1;true
72;2;1;true
72;3;7;false
72;4;1;true
72;5;1;true
73;0;1;true
73;1;1;true
73;2;7;false
73;3;7;false
73;4;2;true
73;5;1;true
74;0;1;false
74;1;1;true
74;2;7;true
74;3;7;false
74;4;7;false
74;5;1;false
75;0;1;true
75;1;1;true
75;2;1;true
75;3;1;true
75;4;7;true
75;5;7;true
76;0;1;true
76;1;7;false
76;2;1;true
76;3;7;true
76;4;7;true
76;5;1;true
77;0;1;false
77;1;1;true
77;2;7;false
77;3;1;true
77;4;7;false
77;5;7;true
78;0;1;true
78;1;4;false
78;2;7;false
78;3;7;false
78;4;4;false
78;5;1;false
79;0;7;false
79;1;7;false
79;2;7;false
79;3;1;false
79;4;1;false
79;5;1;true
80;0;7;false
80;1;7;false
80;2;7;false
80;3;1;false
80;4;1;false
80;5;1;true
81;0;2;true
81;1;7;false
81;2;7;true
81;3;6;true
81;4;1;true
81;5;1;false
82;0;7;true
82;1;7;false
82;2;7;true
82;3;1;false
82;4;1;false
82;5;1;true
83;0;1;true
83;1;1;false
83;2;7;false
83;3;7;true
83;4;2;true
83;5;1;true
84;0;1;true
84;1;7;true
84;2;1;true
84;3;1;true
84;4;1;true
84;5;1;true
85;0;7;true
85;1;7;false
85;2;7;true
85;3;1;false
85;4;1;false
85;5;1;false
86;0;1;true
86;1;7;true
86;2;3;true
86;3;7;false
86;4;5;false
86;5;1;false
87;0;1;false
87;1;1;true
87;2;1;true
87;3;1;true
87;4;4;false
87;5;7;true
88;0;7;true
88;1;7;false
88;2;7;true
88;3;1;false
88;4;1;false
88;5;1;false
89;0;1;false
89;1;1;true
89;2;7;false
89;3;7;true
89;4;7;false
89;5;1;false
90;0;1;true
90;1;7;true
90;2;7;true
90;3;7;true
90;4;1;false
90;5;1;true
91;0;1;true
91;1;7;true
91;2;1;true
91;3;1;true
91;4;7;true
91;5;7;false
92;0;1;true
92;1;1;true
92;2;7;false
92;3;7;true
92;4;7;true
92;5;1;true
93;0;7;true
93;1;7;true
93;2;7;true
93;3;1;true
93;4;1;false
93;5;1;false
94;0;1;true
94;1;1;true
94;2;1;true
94;3;1;true
94;4;1;true
94;5;1;true
95;0;1;true
95;1;1;true
95;2;1;true
95;3;7;false
95;4;7;false
95;5;7;true
96;0;7;true
96;1;7;true
96;2;7;true
96;3;1;true
96;4;1;true
96;5;1;false
97;0;7;true
97;1;7;true
97;2;7;false
97;3;1;true
97;4;1;false
97;5;1;true
98;0;7;false
98;1;3;true
98;2;3;true
98;3;1;true
98;4;1;false
98;5;7;false
99;0;1;true
99;1;1;true
99;2;1;true
99;3;7;false
99;4;1;true
99;5;1;true
100;0;7;false
100;1;7;false
100;2;7;true
100;3;1;false
100;4;1;false
100;5;1;false
101;0;1;true
101;1;7;true
101;2;7;true
101;3;2;true
101;4;1;true
101;5;1;true
102;0;1;false
102;1;1;true
102;2;1;true
102;3;1;true
102;4;7;false
102;5;7;false
103;0;7;false
103;1;7;false
103;2;7;true
103;3;1;true
103;4;1;false
103;5;1;false
104;0;1;true
104;1;1;false
104;2;1;true
104;3;1;false
104;4;7;false
104;5;1;true
105;0;1;true
105;1;1;false
105;2;1;true
105;3;2;true
105;4;6;true
105;5;7;true
106;0;2;true
106;1;2;true
106;2;7;true
106;3;5;true
106;4;7;true
106;5;1;false
107;0;1;true
107;1;1;true
107;2;1;true
107;3;1;true
107;4;7;false
107;5;7;true
108;0;1;false
108;1;7;true
108;2;1;true
108;3;7;true
108;4;7;true
108;5;1;false
109;0;1;true
109;1;1;true
109;2;1;true
109;3;1;true
109;4;1;true
109;5;7;true
110;0;1;true
110;1;1;false
110;2;1;true
110;3;2;false
110;4;2;true
110;5;1;true
111;0;7;false
111;1;7;true
111;2;7;true
111;3;1;false
111;4;1;true
111;5;1;false
112;0;7;true
112;1;2;true
112;2;1;true
112;3;1;true
112;4;1;true
112;5;2;true
113;0;6;true
113;1;7;false
113;2;7;true
113;3;2;false
113;4;1;false
113;5;1;false
114;0;1;true
114;1;7;false
114;2;1;true
114;3;7;true
114;4;7;true
114;5;1;false
115;0;7;true
115;1;7;false
115;2;7;true
115;3;1;false
115;4;1;false
115;5;1;false
116;0;1;true
116;1;1;true
116;2;1;true
116;3;7;false
116;4;7;false
116;5;7;true
117;0;1;true
117;1;1;true
117;2;7;false
117;3;7;false
117;4;7;false
117;5;1;true
118;0;7;true
118;1;7;true
118;2;7;false
118;3;1;false
118;4;1;false
118;5;1;true
119;0;1;true
119;1;1;true
119;2;1;true
119;3;1;true
119;4;7;true
119;5;1;true
120;0;1;true
120;1;1;false
120;2;1;true
120;3;2;true
120;4;4;true
120;5;1;true
121;0;1;true
121;1;1;true
121;2;1;true
121;3;1;true
121;4;1;true
121;5;1;true
122;0;6;true
122;1;1;true
122;2;1;true
122;3;1;false
122;4;1;true
122;5;1;true
123;0;1;true
123;1;7;true
123;2;7;true
123;3;7;false
123;4;1;true
123;5;1;false
124;0;1;true
124;1;1;true
124;2;7;true
124;3;7;false
124;4;4;true
124;5;4;true
125;0;1;true
125;1;7;true
125;2;7;false
125;3;7;false
125;4;1;false
125;5;1;false
126;0;1;true
126;1;1;true
126;2;1;true
126;3;7;false
126;4;2;true
126;5;1;true
127;0;1;true
127;1;7;true
127;2;7;false
127;3;7;false
127;4;1;true
127;5;1;false
128;0;7;false
128;1;7;true
128;2;7;true
128;3;1;true
128;4;1;false
128;5;1;false
129;0;1;false
129;1;1;true
129;2;1;true
129;3;1;true
129;4;7;false
129;5;7;false
130;0;1;true
130;1;7;true
130;2;7;true
130;3;7;true
130;4;1;false
130;5;1;true
131;0;3;false
131;1;1;true
131;2;4;true
131;3;1;false
131;4;1;true
131;5;1;false
132;0;7;true
132;1;4;true
132;2;1;true
132;3;1;true
132;4;1;true
132;5;1;true
133;0;1;true
133;1;1;true
133;2;7;false
133;3;7;true
133;4;7;false
133;5;1;true
134;0;1;true
134;1;3;false
134;2;1;false
134;3;1;true
134;4;4;true
134;5;7;false
135;0;1;true
135;1;1;true
135;2;7;true
135;3;7;true
135;4;7;true
135;5;1;true
136;0;1;true
136;1;1;true
136;2;1;true
136;3;1;true
136;4;1;true
136;5;7;true
137;0;7;true
137;1;1;true
137;2;1;true
137;3;1;true
137;4;1;true
137;5;1;true
138;0;1;true
138;1;1;true
138;2;1;true
138;3;1;true
138;4;1;true
138;5;7;true
139;0;1;true
139;1;1;true
139;2;1;true
139;3;1;true
139;4;7;true
139;5;7;false
140;0;1;false
140;1;7;false
140;2;7;false
140;3;7;false
140;4;1;false
140;5;1;false
141;0;1;true
141;1;1;true
141;2;7;false
141;3;1;true
141;4;7;false
141;5;5;true
142;0;1;true
142;1;1;true
142;2;1;true
142;3;7;false
142;4;7;true
142;5;7;true
143;0;7;true
143;1;6;true
143;2;7;true
143;3;2;false
143;4;1;false
143;5;1;true
144;0;1;true
144;1;1;true
144;2;1;true
144;3;1;false
144;4;7;true
144;5;5;true
145;0;1;true
145;1;1;true
145;2;1;true
145;3;4;false
145;4;2;true
145;5;7;false
146;0;1;true
146;1;3;true
146;2;7;false
146;3;7;false
146;4;5;false
146;5;1;true
147;0;2;false
147;1;2;true
147;2;1;true
147;3;7;true
147;4;7;true
147;5;5;false
148;0;1;false
148;1;1;true
148;2;1;true
148;3;1;true
148;4;1;true
148;5;7;false
149;0;7;false
149;1;7;false
149;2;6;true
149;3;1;true
149;4;2;true
149;5;1;false
150;0;1;true
150;1;1;true
150;2;1;true
150;3;7;false
150;4;7;false
150;5;4;false
151;0;1;true
151;1;1;true
151;2;1;true
151;3;1;true
151;4;1;false
151;5;1;true
152;0;1;true
152;1;7;true
152;2;7;false
152;3;7;false
152;4;1;false
152;5;1;false
153;0;7;false
153;1;7;true
153;2;7;false
153;3;1;true
153;4;1;false
153;5;1;false
154;0;7;false
154;1;7;false
154;2;7;false
154;3;1;false
154;4;1;false
154;5;1;false
155;0;1;false
155;1;7;false
155;2;7;false
155;3;7;false
155;4;1;false
155;5;1;false
156;0;1;true
156;1;1;true
156;2;7;false
156;3;1;true
156;4;7;true
156;5;7;true
157;0;7;false
157;1;7;false
157;2;7;false
157;3;1;false
157;4;1;true
157;5;1;false
158;0;1;false
158;1;1;true
158;2;3;true
158;3;1;true
158;4;2;true
158;5;1;true
159;0;3;false
159;1;3;false
159;2;7;false
159;3;7;false
159;4;3;true
159;5;1;false
160;0;1;true
160;1;7;true
160;2;7;false
160;3;7;true
160;4;1;true
160;5;1;true
161;0;1;true
161;1;1;false
161;2;1;false
161;3;1;false
161;4;1;true
161;5;1;true
162;0;1;true
162;1;1;true
162;2;7;true
162;3;1;true
162;4;1;true
162;5;1;true
163;0;7;true
163;1;2;true
163;2;3;true
163;3;7;false
163;4;4;true
163;5;1;false
164;0;7;false
164;1;7;true
164;2;7;false
164;3;2;false
164;4;1;true
164;5;1;false
165;0;1;true
165;1;7;true
165;2;7;true
165;3;3;true
165;4;5;true
165;5;1;true
166;0;1;true
166;1;1;true
166;2;1;true
166;3;1;true
166;4;1;true
166;5;1;true
167;0;1;true
167;1;7;true
167;2;7;false
167;3;7;false
167;4;1;false
167;5;1;false
168;0;1;true
168;1;1;true
168;2;1;true
168;3;1;true
168;4;5;true
168;5;7;false
169;0;1;true
169;1;7;true
169;2;1;true
169;3;1;false
169;4;7;true
169;5;7;true
170;0;1;true
170;1;7;true
170;2;7;true
170;3;7;false
170;4;1;false
170;5;1;false
171;0;1;true
171;1;1;true
171;2;7;true
171;3;1;true
171;4;1;true
171;5;1;true
172;0;1;true
172;1;7;true
172;2;3;true
172;3;1;true
172;4;1;true
172;5;7;true
173;0;7;false
173;1;7;false
173;2;7;true
173;3;1;true
173;4;1;false
173;5;1;true
174;0;1;true
174;1;1;false
174;2;1;true
174;3;1;true
174;4;1;true
174;5;1;true
175;0;4;true
175;1;1;true
175;2;1;true
175;3;1;true
175;4;1;true
175;5;1;true
176;0;1;true
176;1;7;false
176;2;7;false
176;3;7;true
176;4;1;true
176;5;1;false
177;0;7;true
177;1;1;true
177;2;7;false
177;3;7;false
177;4;1;true
177;5;2;false
178;0;1;true
178;1;1;true
178;2;1;true
178;3;1;true
178;4;1;true
178;5;1;true
179;0;1;true
179;1;1;true
179;2;1;false
179;3;1;false
179;4;1;false
179;5;1;true
180;0;1;true
180;1;1;true
180;2;1;false
180;3;1;true
180;4;1;false
180;5;2;true
181;0;1;true
181;1;2;false
181;2;1;false
181;3;4;true
181;4;7;false
181;5;7;false
182;0;7;true
182;1;1;true
182;2;1;true
182;3;1;true
182;4;1;true
182;5;1;true
183;0;1;true
183;1;1;true
183;2;1;true
183;3;1;true
183;4;2;false
183;5;2;true
184;0;7;false
184;1;7;false
184;2;7;true
184;3;1;false
184;4;1;true
184;5;1;true
185;0;1;true
185;1;7;true
185;2;1;true
185;3;7;true
185;4;1;true
185;5;1;true
186;0;7;false
186;1;2;false
186;2;7;false
186;3;6;false
186;4;1;false
186;5;1;true
187;0;7;false
187;1;7;true
187;2;7;true
187;3;1;false
187;4;1;false
187;5;1;true
188;0;7;false
188;1;7;false
188;2;7;false
188;3;1;false
188;4;1;true
188;5;1;false
189;0;5;false
189;1;7;true
189;2;7;false
189;3;3;true
189;4;1;false
189;5;1;false
190;0;7;true
190;1;6;true
190;2;7;true
190;3;2;false
190;4;1;false
190;5;1;false
191;0;1;false
191;1;1;true
191;2;7;true
191;3;7;false
191;4;7;true
191;5;1;false
192;0;1;true
192;1;1;true
192;2;3;false
192;3;3;true
192;4;2;true
192;5;1;true
193;0;2;false
193;1;2;true
193;2;7;true
193;3;7;true
193;4;5;true
193;5;1;false
194;0;1;true
194;1;1;true
194;2;1;true
194;3;1;true
194;4;7;false
194;5;2;true
195;0;1;true
195;1;1;true
195;2;1;true
195;3;7;true
195;4;1;true
195;5;1;true
196;0;1;false
196;1;7;true
196;2;7;false
196;3;7;true
196;4;1;true
196;5;1;false
197;0;7;true
197;1;5;false
197;2;7;true
197;3;3;false
197;4;1;false
197;5;1;false
198;0;1;true
198;1;1;true
198;2;7;true
198;3;7;false
198;4;1;true
198;5;7;true
199;0;1;true
199;1;1;false
199;2;7;true
199;3;7;true
199;4;7;true
199;5;1;false
200;0;1;true
200;1;7;true
200;2;3;true
200;3;7;false
200;4;5;true
200;5;1;false
201;0;7;true
201;1;7;true
201;2;4;true
201;3;2;true
201;4;3;true
201;5;1;true
202;0;7;true
202;1;7;true
202;2;7;true
202;3;1;false
202;4;1;false
202;5;1;false
203;0;7;true
203;1;7;true
203;2;7;true
203;3;1;false
203;4;1;true
203;5;1;true
204;0;1;true
204;1;1;true
204;2;7;true
204;3;7;true
204;4;7;true
204;5;1;true
205;0;7;true
205;1;7;false
205;2;7;false
205;3;1;false
205;4;1;true
205;5;1;false
206;0;1;false
206;1;1;true
206;2;1;true
206;3;7;false
206;4;7;false
206;5;7;true
207;0;1;true
207;1;7;true
207;2;1;true
207;3;1;true
207;4;1;true
207;5;1;true
208;0;1;true
208;1;7;true
208;2;7;false
208;3;7;true
208;4;1;false
208;5;1;true
209;0;1;true
209;1;7;true
209;2;1;true
209;3;1;true
209;4;1;true
209;5;1;true
210;0;1;true
210;1;1;true
210;2;1;true
210;3;1;true
210;4;1;true
210;5;7;false
211;0;1;true
211;1;1;true
211;2;1;true
211;3;7;false
211;4;7;false
211;5;7;false
212;0;7;false
212;1;1;true
212;2;7;false
212;3;4;true
212;4;1;true
212;5;4;false
213;0;7;false
213;1;7;true
213;2;7;true
213;3;1;true
213;4;1;true
213;5;1;true
214;0;1;true
214;1;1;true
214;2;7;true
214;3;7;false
214;4;7;false
214;5;1;true
215;0;7;true
215;1;7;false
215;2;7;false
215;3;1;false
215;4;1;true
215;5;1;false
216;0;1;true
216;1;1;true
216;2;7;true
216;3;1;true
216;4;1;true
216;5;7;false
217;0;7;true
217;1;7;true
217;2;7;true
217;3;1;true
217;4;1;true
217;5;1;false
218;0;1;true
218;1;7;false
218;2;7;false
218;3;2;true
218;4;6;false
218;5;1;false
219;0;1;true
219;1;1;true
219;2;1;true
219;3;1;true
219;4;1;true
219;5;1;true
220;0;1;true
220;1;1;true
220;2;1;true
220;3;2;false
220;4;7;false
220;5;7;true
221;0;1;true
221;1;1;true
221;2;7;true
221;3;7;false
221;4;7;true
221;5;1;false
222;0;7;true
222;1;7;false
222;2;7;true
222;3;1;true
222;4;1;false
222;5;1;false
223;0;1;true
223;1;2;true
223;2;7;true
223;3;7;false
223;4;7;true
223;5;2;false
224;0;1;false
224;1;7;true
224;2;7;false
224;3;7;true
224;4;1;false
224;5;1;false
225;0;1;true
225;1;7;false
225;2;7;true
225;3;7;true
225;4;1;true
225;5;1;false
226;0;7;false
226;1;1;true
226;2;7;true
226;3;7;false
226;4;1;false
226;5;1;false
227;0;1;true
227;1;1;true
227;2;7;true
227;3;7;false
227;4;7;true
227;5;1;false
228;0;1;true
228;1;7;true
228;2;7;false
228;3;7;false
228;4;1;true
228;5;1;false
229;0;1;true
229;1;1;true
229;2;1;true
229;3;1;true
229;4;1;true
229;5;2;true
230;0;7;true
230;1;1;true
230;2;1;true
230;3;7;true
230;4;7;false
230;5;1;false
231;0;1;true
231;1;1;true
231;2;1;true
231;3;1;true
231;4;1;true
231;5;1;true
232;0;7;false
232;1;1;true
232;2;7;true
232;3;7;true
232;4;1;false
232;5;1;true
233;0;1;true
233;1;1;true
233;2;1;true
233;3;1;true
233;4;1;true
233;5;7;true
234;0;1;true
234;1;1;true
234;2;7;false
234;3;7;false
234;4;7;false
234;5;1;true
235;0;7;false
235;1;7;true
235;2;7;false
235;3;1;false
235;4;1;true
235;5;1;false
236;0;2;true
236;1;2;true
236;2;1;true
236;3;1;false
236;4;1;true
236;5;1;true
237;0;7;false
237;1;3;true
237;2;1;true
237;3;7;true
237;4;5;false
237;5;1;false
238;0;1;true
238;1;3;false
238;2;7;true
238;3;7;true
238;4;5;true
238;5;1;false
239;0;1;true
239;1;1;true
239;2;2;true
239;3;7;true
239;4;7;false
239;5;7;true
240;0;1;true
240;1;1;true
240;2;7;true
240;3;7;true
240;4;7;false
240;5;1;false
241;0;1;true
241;1;1;true
241;2;7;true
241;3;1;true
241;4;1;true
241;5;1;false
242;0;1;false
242;1;1;true
242;2;1;true
242;3;7;true
242;4;7;true
242;5;7;false
243;0;3;false
243;1;3;true
243;2;1;true
243;3;2;true
243;4;1;false
243;5;1;true
244;0;1;true
244;1;7;false
244;2;7;false
244;3;7;true
244;4;1;true
244;5;1;false
245;0;1;true
245;1;1;true
245;2;1;true
245;3;7;true
245;4;7;false
245;5;7;true
246;0;7;false
246;1;7;true
246;2;7;false
246;3;1;false
246;4;1;false
246;5;1;true
247;0;1;true
247;1;1;true
247;2;1;true
247;3;1;true
247;4;1;true
247;5;1;true
248;0;1;true
248;1;1;true
248;2;1;true
248;3;1;true
248;4;7;false
248;5;7;false
249;0;1;true
249;1;1;true
249;2;1;true
249;3;1;true
249;4;1;true
249;5;7;true
250;0;7;false
250;1;7;true
250;2;3;true
250;3;5;true
250;4;1;true
250;5;1;false
251;0;2;true
251;1;1;false
251;2;1;true
251;3;7;false
251;4;7;true
251;5;6;false
252;0;1;true
252;1;1;true
252;2;7;false
252;3;7;false
252;4;7;false
252;5;1;false
253;0;7;false
253;1;7;false
253;2;7;true
253;3;1;false
253;4;1;false
253;5;1;false
254;0;1;true
254;1;1;true
254;2;7;false
254;3;7;true
254;4;7;false
254;5;1;false
255;0;1;true
255;1;1;true
255;2;7;false
255;3;7;false
255;4;7;true
255;5;1;false
256;0;1;false
256;1;7;true
256;2;7;true
256;3;7;false
256;4;1;false
256;5;1;true
257;0;1;true
257;1;7;false
257;2;7;true
257;3;5;false
257;4;1;true
257;5;3;false
258;0;1;true
258;1;1;true
258;2;7;false
258;3;7;true
258;4;7;false
258;5;1;false
259;0;7;true
259;1;7;true
259;2;7;false
259;3;1;false
259;4;1;true
259;5;1;false
260;0;1;true
260;1;1;true
260;2;1;true
260;3;1;true
260;4;1;true
260;5;7;true
261;0;1;true
261;1;1;true
261;2;1;true
261;3;1;true
261;4;1;false
261;5;1;false
262;0;1;true
262;1;1;true
262;2;1;true
262;3;1;true
262;4;1;true
262;5;7;false
263;0;1;true
263;1;7;false
263;2;4;true
263;3;1;false
263;4;2;false
263;5;1;true
264;0;7;true
264;1;1;true
264;2;1;true
264;3;1;true
264;4;2;true
264;5;1;true
265;0;1;true
265;1;7;false
265;2;7;false
265;3;7;true
265;4;1;false
265;5;1;true
266;0;7;true
266;1;4;true
266;2;7;false
266;3;4;false
266;4;1;false
266;5;1;false
267;0;1;true
267;1;1;false
267;2;7;true
267;3;7;false
267;4;7;false
267;5;1;false
268;0;1;true
268;1;1;true
268;2;7;true
268;3;7;true
268;4;7;false
268;5;3;false
269;0;7;false
269;1;7;true
269;2;7;false
269;3;1;false
269;4;1;true
269;5;1;false
270;0;6;true
270;1;1;true
270;2;1;true
270;3;1;true
270;4;1;true
270;5;1;true
271;0;3;false
271;1;1;false
271;2;1;true
271;3;7;true
271;4;7;false
271;5;5;false
272;0;1;true
272;1;7;true
272;2;2;true
272;3;7;true
272;4;3;true
272;5;4;true
273;0;1;true
273;1;1;true
273;2;7;false
273;3;4;true
273;4;1;true
273;5;1;true
274;0;1;true
274;1;7;true
274;2;7;true
274;3;7;true
274;4;1;false
274;5;1;false
275;0;1;true
275;1;3;false
275;2;5;true
275;3;7;true
275;4;7;false
275;5;1;true
276;0;7;true
276;1;7;false
276;2;7;true
276;3;1;true
276;4;1;false
276;5;1;true
277;0;1;true
277;1;7;true
277;2;7;true
277;3;7;true
277;4;1;true
277;5;1;true
278;0;1;true
278;1;1;true
278;2;1;false
278;3;1;true
278;4;7;true
278;5;7;false
279;0;1;true
279;1;1;true
279;2;1;true
279;3;1;true
279;4;7;true
279;5;6;true
280;0;1;false
280;1;1;true
280;2;1;true
280;3;1;true
280;4;1;true
280;5;1;true
281;0;1;true
281;1;1;true
281;2;7;true
281;3;7;true
281;4;7;false
281;5;1;true
282;0;7;true
282;1;7;true
282;2;7;true
282;3;1;false
282;4;1;false
282;5;1;false
283;0;7;true
283;1;7;true
283;2;7;false
283;3;1;false
283;4;1;true
283;5;1;false
284;0;7;true
284;1;7;true
284;2;7;true
284;3;1;true
284;4;1;true
284;5;1;false
285;0;1;false
285;1;1;true
285;2;2;true
285;3;1;true
285;4;7;false
285;5;7;false
286;0;7;false
286;1;7;true
286;2;7;true
286;3;1;false
286;4;1;false
286;5;1;false
287;0;2;true
287;1;2;true
287;2;1;false
287;3;1;true
287;4;7;true
287;5;7;false
288;0;1;true
288;1;1;true
288;2;7;true
288;3;7;false
288;4;7;true
288;5;1;false
289;0;1;true
289;1;1;false
289;2;1;true
289;3;7;true
289;4;7;true
289;5;7;true
290;0;7;false
290;1;7;false
290;2;7;true
290;3;1;false
290;4;1;false
290;5;1;false
