pair;round;nrTurns;success
20;3;1;false
20;4;1;false
20;5;1;false
21;0;1;true
21;1;2;true
21;2;1;true
21;3;1;true
21;4;7;true
21;5;7;false
22;0;1;true
22;1;1;true
22;2;1;true
22;3;2;true
22;4;1;true
22;5;7;false
23;0;1;true
23;1;2;true
23;2;7;true
23;3;7;false
23;4;6;true
23;5;1;false
24;0;1;false
24;1;1;false
24;2;1;true
24;3;1;true
24;4;1;true
24;5;1;true
25;0;1;true
25;1;2;true
25;2;1;true
25;3;7;true
25;4;7;false
25;5;6;false
26;0;1;true
26;1;7;true
26;2;7;true
26;3;7;false
26;4;1;false
26;5;1;false
27;0;1;true
27;1;2;true
27;2;7;false
27;3;7;true
27;4;6;false
27;5;1;true
28;0;1;true
28;1;1;false
28;2;1;true
28;3;1;false
28;4;1;true
28;5;1;false
29;0;1;false
29;1;1;true
29;2;1;true
29;3;3;true
29;4;1;true
29;5;7;true
30;0;1;true
30;1;1;true
30;2;1;true
30;3;1;true
30;4;1;true
30;5;3;true
31;0;1;true
31;1;7;true
31;2;7;true
31;3;7;false
31;4;1;false
31;5;1;true
32;0;1;true
32;1;1;false
32;2;1;true
32;3;1;true
32;4;1;true
32;5;1;true
33;0;2;true
33;1;1;true
33;2;7;false
33;3;7;true
33;4;6;true
33;5;1;true
34;0;7;false
34;1;7;true
34;2;7;true
34;3;1;true
34;4;1;false
34;5;1;true
35;0;2;true
35;1;1;true
35;2;7;false
35;3;7;false
35;4;6;true
35;5;1;true
36;0;1;false
36;1;1;true
36;2;1;true
36;3;1;true
36;4;1;false
36;5;1;true
37;0;1;true
37;1;1;true
37;2;1;false
37;3;1;true
37;4;2;true
37;5;1;true
38;0;1;true
38;1;1;true
38;2;2;true
38;3;1;true
38;4;1;true
38;5;7;false
39;0;7;false
39;1;7;false
39;2;7;true
39;3;1;false
39;4;1;false
39;5;1;false
40;0;2;true
40;1;7;true
40;2;7;false
40;3;6;false
40;4;1;false
40;5;1;true
41;0;2;true
41;1;3;true
41;2;1;true
41;3;1;true
41;4;1;true
41;5;1;true
42;0;1;true
42;1;2;true
42;2;1;true
42;3;1;true
42;4;1;true
42;5;1;true
43;0;1;true
43;1;7;false
43;2;7;false
43;3;7;false
43;4;1;false
43;5;1;false
44;0;1;true
44;1;3;true
44;2;2;true
44;3;5;true
44;4;7;true
44;5;6;false
45;0;1;true
45;1;1;true
45;2;1;true
45;3;1;true
45;4;1;false
45;5;1;true
46;0;1;false
46;1;2;true
46;2;2;true
46;3;1;true
46;4;1;true
46;5;1;true
47;0;1;true
47;1;1;true
47;2;1;true
47;3;1;false
47;4;7;true
47;5;7;false
48;0;2;true
48;1;1;true
48;2;1;true
48;3;7;true
48;4;7;true
48;5;6;false
49;0;1;true
49;1;1;false
49;2;7;true
49;3;7;false
49;4;7;false
49;5;1;false
50;0;1;true
50;1;2;true
50;2;7;true
50;3;7;true
50;4;6;false
50;5;1;true
51;0;7;true
51;1;7;true
51;2;7;true
51;3;1;true
51;4;1;true
51;5;1;true
52;0;1;true
52;1;1;true
52;2;1;true
52;3;1;true
52;4;1;true
52;5;1;true
53;0;1;true
53;1;1;true
53;2;7;false
53;3;7;false
53;4;7;false
53;5;1;false
54;0;3;true
54;1;1;true
54;2;1;true
54;3;7;false
54;4;7;true
54;5;5;false
55;0;1;true
55;1;1;true
55;2;1;true
55;3;7;false
55;4;1;true
55;5;7;false
56;0;1;false
56;1;1;true
56;2;2;true
56;3;7;false
56;4;7;false
56;5;6;false
57;0;1;true
57;1;1;true
57;2;1;true
57;3;1;true
57;4;1;true
57;5;1;true
58;0;1;false
58;1;1;true
58;2;1;true
58;3;1;true
58;4;1;true
58;5;1;true
59;0;2;true
59;1;1;true
59;2;7;false
59;3;7;true
59;4;6;true
59;5;1;false
60;0;7;false
60;1;7;false
60;2;7;false
60;3;1;false
60;4;1;true
60;5;1;false
61;0;1;true
61;1;4;true
61;2;1;false
61;3;1;true
61;4;7;true
61;5;7;false
62;0;2;true
62;1;1;true
62;2;4;true
62;3;1;false
62;4;7;false
62;5;7;false
63;0;1;true
63;1;1;false
63;2;1;false
63;3;7;true
63;4;7;false
63;5;7;false
64;0;1;false
64;1;1;true
64;2;1;true
64;3;1;true
64;4;1;true
64;5;1;true
65;0;1;false
65;1;2;true
65;2;4;true
65;3;1;true
65;4;1;true
65;5;1;true
66;0;1;true
66;1;1;false
66;2;1;false
66;3;1;true
66;4;1;true
66;5;1;true
67;0;1;true
67;1;1;true
67;2;1;true
67;3;2;true
67;4;1;true
67;5;7;false
68;0;2;true
68;1;1;true
68;2;7;true
68;3;7;false
68;4;6;true
68;5;1;true
69;0;1;true
69;1;1;true
69;2;1;true
69;3;1;true
69;4;1;true
69;5;1;true
70;0;2;true
70;1;1;true
70;2;1;true
70;3;4;true
70;4;1;true
70;5;1;true
71;0;1;true
71;1;2;true
71;2;1;true
71;3;7;false
71;4;7;true
71;5;6;false
72;0;1;true
72;1;1;true
72;2;1;true
72;3;1;true
72;4;2;true
72;5;1;true
73;0;1;true
73;1;1;true
73;2;1;true
73;3;1;false
73;4;7;false
73;5;7;true
74;0;7;false
74;1;7;true
74;2;7;false
74;3;1;true
74;4;1;false
74;5;1;false
75;0;2;true
75;1;7;true
75;2;7;false
75;3;6;false
75;4;1;true
75;5;1;false
76;0;7;true
76;1;7;true
76;2;7;true
76;3;1;false
76;4;1;false
76;5;1;true
77;0;2;true
77;1;4;true
77;2;7;false
77;3;7;true
77;4;3;false
77;5;1;true
78;0;1;true
78;1;1;true
78;2;1;true
78;3;1;false
78;4;2;true
78;5;1;true
79;0;1;false
79;1;2;true
79;2;1;true
79;3;1;true
79;4;1;true
79;5;1;true
80;0;1;false
80;1;1;true
80;2;2;true
80;3;1;true
80;4;1;true
80;5;1;true
81;0;1;true
81;1;1;true
81;2;1;true
81;3;1;true
81;4;7;true
81;5;1;true
82;0;2;true
82;1;7;true
82;2;7;true
82;3;6;true
82;4;1;false
82;5;1;false
83;0;1;true
83;1;1;true
83;2;1;true
83;3;1;true
83;4;1;true
83;5;1;true
84;0;1;true
84;1;1;true
84;2;1;true
84;3;1;true
84;4;7;false
84;5;7;true
85;0;1;true
85;1;1;true
85;2;1;true
85;3;1;true
85;4;1;true
85;5;1;true
86;0;1;true
86;1;1;true
86;2;1;true
86;3;1;true
86;4;1;true
86;5;1;true
87;0;2;true
87;1;1;true
87;2;1;true
87;3;1;true
87;4;1;true
87;5;1;true
88;0;1;true
88;1;1;true
88;2;1;true
88;3;1;true
88;4;1;true
88;5;2;true
89;0;2;true
89;1;3;true
89;2;1;true
89;3;7;false
89;4;7;false
89;5;4;false
90;0;1;true
90;1;1;true
90;2;1;true
90;3;1;true
90;4;1;true
90;5;1;true
91;0;7;true
91;1;7;false
91;2;7;false
91;3;1;false
91;4;1;false
91;5;1;false
92;0;2;true
92;1;1;true
92;2;1;true
92;3;1;true
92;4;7;false
92;5;3;true
93;0;1;false
93;1;1;true
93;2;1;true
93;3;1;true
93;4;1;true
93;5;1;true
94;0;1;true
94;1;7;false
94;2;7;true
94;3;7;true
94;4;1;false
94;5;1;false
95;0;1;true
95;1;1;true
95;2;2;true
95;3;2;true
95;4;1;true
95;5;7;true
96;0;1;true
96;1;2;true
96;2;1;true
96;3;7;false
96;4;7;true
96;5;6;false
97;0;2;true
97;1;1;true
97;2;1;true
97;3;1;true
97;4;1;true
97;5;1;true
98;0;1;true
98;1;1;true
98;2;1;false
98;3;1;false
98;4;2;true
98;5;1;true
99;0;1;true
99;1;1;false
99;2;1;true
99;3;1;true
99;4;1;true
99;5;2;true
100;0;2;true
100;1;1;true
100;2;1;true
100;3;1;true
100;4;7;true
100;5;7;true
101;0;1;true
101;1;1;true
101;2;1;true
101;3;1;true
101;4;1;true
101;5;7;true
102;0;1;true
102;1;1;true
102;2;2;true
102;3;1;true
102;4;7;false
102;5;7;true
103;0;1;true
103;1;1;true
103;2;2;true
103;3;7;false
103;4;7;false
103;5;6;true
104;0;1;true
104;1;1;false
104;2;1;true
104;3;1;true
104;4;1;true
104;5;1;true
105;0;2;true
105;1;1;true
105;2;1;true
105;3;7;false
105;4;7;false
105;5;6;true
106;0;7;false
106;1;7;false
106;2;7;true
106;3;1;false
106;4;1;true
106;5;1;false
107;0;1;true
107;1;1;true
107;2;1;true
107;3;2;true
107;4;1;true
107;5;7;false
108;0;2;true
108;1;4;true
108;2;1;true
108;3;7;false
108;4;7;true
108;5;3;false
109;0;2;true
109;1;1;true
109;2;7;true
109;3;7;false
109;4;6;false
109;5;1;false
110;0;1;true
110;1;7;false
110;2;7;true
110;3;7;false
110;4;1;false
110;5;1;false
111;0;1;true
111;1;2;true
111;2;1;true
111;3;1;true
111;4;1;true
111;5;1;true
112;0;1;true
112;1;2;true
112;2;1;true
112;3;1;true
112;4;1;true
112;5;1;true
113;0;1;true
113;1;1;true
113;2;1;true
113;3;1;true
113;4;7;true
113;5;7;false
114;0;1;true
114;1;2;true
114;2;1;true
114;3;7;false
114;4;7;false
114;5;6;false
115;0;1;true
115;1;1;true
115;2;1;true
115;3;1;false
115;4;1;true
115;5;2;true
116;0;2;true
116;1;1;true
116;2;1;true
116;3;1;true
116;4;1;true
116;5;7;false
117;0;2;true
117;1;7;true
117;2;1;true
117;3;1;true
117;4;1;true
117;5;1;true
118;0;1;true
118;1;1;false
118;2;2;true
118;3;1;true
118;4;1;true
118;5;1;true
119;0;1;true
119;1;1;true
119;2;1;true
119;3;1;true
119;4;1;true
119;5;2;true
120;0;1;true
120;1;2;true
120;2;1;true
120;3;1;true
120;4;1;true
120;5;1;true
121;0;1;true
121;1;2;true
121;2;7;true
121;3;7;true
121;4;6;true
121;5;1;false
122;0;1;true
122;1;1;true
122;2;1;true
122;3;7;true
122;4;7;true
122;5;7;false
123;0;1;true
123;1;1;false
123;2;1;true
123;3;1;true
123;4;1;true
123;5;1;true
124;0;1;true
124;1;2;true
124;2;7;false
124;3;7;true
124;4;6;true
124;5;1;false
125;0;1;false
125;1;2;true
125;2;7;false
125;3;7;true
125;4;6;false
125;5;1;false
126;0;1;true
126;1;1;true
126;2;1;false
126;3;1;true
126;4;7;true
126;5;7;false
127;0;1;false
127;1;1;true
127;2;1;true
127;3;1;true
127;4;1;false
127;5;2;true
128;0;1;true
128;1;1;true
128;2;7;true
128;3;7;true
128;4;7;true
128;5;1;false
129;0;1;false
129;1;7;false
129;2;7;false
129;3;7;false
129;4;1;true
129;5;1;false
130;0;1;true
130;1;1;true
130;2;2;true
130;3;1;true
130;4;1;true
130;5;1;true
131;0;2;true
131;1;1;true
131;2;7;true
131;3;7;true
131;4;6;false
131;5;1;false
132;0;1;true
132;1;2;true
132;2;5;true
132;3;7;false
132;4;7;true
132;5;2;false
133;0;1;true
133;1;1;true
133;2;7;true
133;3;7;false
133;4;7;true
133;5;1;false
134;0;2;true
134;1;1;true
134;2;5;true
134;3;1;false
134;4;7;true
134;5;7;false
135;0;1;false
135;1;7;true
135;2;7;true
135;3;7;false
135;4;1;false
135;5;1;true
136;0;1;true
136;1;1;true
136;2;1;true
136;3;2;false
136;4;1;true
136;5;1;true
137;0;1;true
137;1;1;false
137;2;1;false
137;3;1;true
137;4;1;true
137;5;2;true
138;0;7;true
138;1;7;false
138;2;7;true
138;3;1;false
138;4;1;true
138;5;1;false
139;0;2;true
139;1;1;true
139;2;7;true
139;3;7;false
139;4;6;false
139;5;1;false
140;0;1;true
140;1;2;true
140;2;1;true
140;3;1;true
140;4;7;true
140;5;7;false
141;0;2;true
141;1;1;true
141;2;1;true
141;3;1;true
141;4;1;true
141;5;7;true
142;0;2;true
142;1;1;true
142;2;7;false
142;3;7;false
142;4;6;false
142;5;1;false
143;0;1;true
143;1;7;true
143;2;7;false
143;3;7;false
143;4;1;false
143;5;1;false
144;0;1;false
144;1;1;true
144;2;1;true
144;3;1;true
144;4;1;true
144;5;2;true
145;0;1;false
145;1;1;true
145;2;1;true
145;3;1;true
145;4;1;true
145;5;1;true
146;0;2;true
146;1;1;true
146;2;1;true
146;3;1;true
146;4;7;false
146;5;7;false
147;0;1;true
147;1;7;true
147;2;7;false
147;3;7;false
147;4;1;true
147;5;1;false
148;0;2;true
148;1;1;true
148;2;2;true
148;3;1;true
148;4;7;false
148;5;7;false
149;0;1;true
149;1;1;true
149;2;1;true
149;3;2;true
149;4;1;true
149;5;1;true
150;0;1;true
150;1;2;true
150;2;7;false
150;3;7;false
150;4;6;false
150;5;1;true
151;0;1;false
151;1;1;true
151;2;2;true
151;3;1;true
151;4;7;true
151;5;7;false
152;0;7;false
152;1;7;false
152;2;7;true
152;3;1;false
152;4;1;false
152;5;1;false
153;0;1;true
153;1;1;true
153;2;2;true
153;3;1;true
153;4;1;true
153;5;1;true
154;0;1;true
154;1;2;true
154;2;1;true
154;3;7;true
154;4;7;true
154;5;6;false
155;0;2;true
155;1;1;true
155;2;3;true
155;3;1;true
155;4;1;true
155;5;7;true
156;0;2;true
156;1;1;true
156;2;3;true
156;3;1;true
156;4;4;true
156;5;1;true
157;0;3;true
157;1;1;true
157;2;1;true
157;3;1;true
157;4;1;true
157;5;1;true
158;0;1;true
158;1;1;true
158;2;1;true
158;3;1;true
158;4;1;false
158;5;1;true
159;0;1;false
159;1;1;true
159;2;1;true
159;3;1;true
159;4;7;false
159;5;7;true
160;0;1;true
160;1;1;false
160;2;1;true
160;3;1;true
160;4;1;true
160;5;1;false
161;0;1;false
161;1;1;false
161;2;1;true
161;3;7;false
161;4;7;true
161;5;7;true
162;0;1;true
162;1;1;true
162;2;1;true
162;3;1;true
162;4;2;true
162;5;1;true
163;0;1;true
163;1;1;false
163;2;2;true
163;3;1;true
163;4;5;true
163;5;1;true
164;0;2;true
164;1;7;true
164;2;7;false
164;3;6;true
164;4;1;true
164;5;1;true
165;0;1;false
165;1;1;true
165;2;2;true
165;3;1;true
165;4;1;true
165;5;7;false
166;0;7;true
166;1;7;true
166;2;7;false
166;3;1;false
166;4;1;false
166;5;1;true
167;0;2;true
167;1;7;false
167;2;7;false
167;3;6;false
167;4;1;true
167;5;1;false
168;0;1;true
168;1;7;true
168;2;7;true
168;3;7;false
168;4;1;false
168;5;1;false
169;0;1;true
169;1;1;true
169;2;1;true
169;3;1;true
169;4;3;true
169;5;1;true
170;0;1;true
170;1;1;true
170;2;2;true
170;3;1;true
170;4;3;true
170;5;7;false
171;0;2;true
171;1;1;true
171;2;1;true
171;3;1;true
171;4;1;true
171;5;1;true
172;0;2;true
172;1;7;false
172;2;7;true
172;3;6;true
172;4;1;false
172;5;1;false
173;0;1;false
173;1;1;true
173;2;1;true
173;3;1;false
173;4;1;false
173;5;1;true
174;0;7;true
174;1;7;true
174;2;7;false
174;3;1;false
174;4;1;false
174;5;1;false
175;0;1;true
175;1;1;true
175;2;1;true
175;3;1;true
175;4;1;true
175;5;1;true
176;0;2;true
176;1;2;true
176;2;1;true
176;3;1;true
176;4;1;true
176;5;7;true
177;0;2;true
177;1;1;true
177;2;7;false
177;3;7;true
177;4;6;false
177;5;1;false
178;0;1;true
178;1;1;true
178;2;1;true
178;3;1;false
178;4;7;true
178;5;7;false
179;0;1;true
179;1;1;true
179;2;1;true
179;3;1;false
179;4;7;false
179;5;7;false
180;0;1;true
180;1;1;true
180;2;2;true
180;3;1;true
180;4;1;true
180;5;7;false
181;0;1;false
181;1;7;false
181;2;7;false
181;3;7;false
181;4;1;true
181;5;1;false
182;0;2;true
182;1;1;true
182;2;7;false
182;3;7;false
182;4;6;true
182;5;1;false
183;0;1;false
183;1;1;true
183;2;2;true
183;3;1;true
183;4;1;true
183;5;1;true
184;0;1;false
184;1;1;true
184;2;2;true
184;3;1;true
184;4;1;true
184;5;7;false
185;0;7;true
185;1;7;true
185;2;7;false
185;3;1;false
185;4;1;false
185;5;1;false
186;0;7;false
186;1;7;true
186;2;7;false
186;3;1;false
186;4;1;true
186;5;1;false
187;0;2;true
187;1;1;true
187;2;7;false
187;3;7;true
187;4;6;true
187;5;1;false
188;0;1;true
188;1;1;true
188;2;1;true
188;3;1;false
188;4;1;true
188;5;1;true
189;0;1;false
189;1;2;true
189;2;5;true
189;3;7;false
189;4;7;true
189;5;2;false
190;0;1;true
190;1;3;true
190;2;1;true
190;3;1;true
190;4;1;true
190;5;1;true
191;0;1;true
191;1;1;true
191;2;1;true
191;3;1;true
191;4;1;true
191;5;2;true
192;0;2;true
192;1;7;true
192;2;7;false
192;3;6;false
192;4;1;false
192;5;1;false
193;0;1;true
193;1;7;true
193;2;7;false
193;3;7;true
193;4;1;false
193;5;1;false
194;0;7;true
194;1;7;true
194;2;7;true
194;3;1;true
194;4;1;true
194;5;1;false
195;0;2;true
195;1;1;true
195;2;1;true
195;3;7;false
195;4;7;false
195;5;6;false
196;0;1;true
196;1;1;true
196;2;1;true
196;3;1;true
196;4;7;false
196;5;7;true
197;0;1;false
197;1;1;true
197;2;2;true
197;3;1;true
197;4;5;true
197;5;1;true
198;0;1;false
198;1;2;true
198;2;7;false
198;3;7;true
198;4;6;true
198;5;1;false
199;0;2;true
199;1;1;true
199;2;1;true
199;3;7;true
199;4;1;true
199;5;7;true
200;0;1;true
200;1;1;true
200;2;1;true
200;3;1;true
200;4;1;true
200;5;1;true
201;0;7;true
201;1;7;false
201;2;7;false
201;3;1;true
201;4;1;true
201;5;1;true
202;0;1;true
202;1;2;true
202;2;7;true
202;3;7;false
202;4;6;false
202;5;1;false
203;0;1;true
203;1;1;true
203;2;1;true
203;3;1;false
203;4;1;true
203;5;1;true
204;0;2;true
204;1;1;true
204;2;3;true
204;3;1;true
204;4;7;true
204;5;7;false
205;0;1;true
205;1;1;false
205;2;2;true
205;3;1;true
205;4;1;true
205;5;1;true
206;0;1;true
206;1;2;true
206;2;1;true
206;3;4;false
206;4;1;true
206;5;1;true
207;0;1;true
207;1;1;true
207;2;1;true
207;3;1;true
207;4;1;false
207;5;1;true
208;0;1;true
208;1;1;true
208;2;2;true
208;3;1;true
208;4;1;true
208;5;1;true
209;0;1;true
209;1;1;true
209;2;1;true
209;3;2;true
209;4;7;true
209;5;7;true
210;0;1;true
210;1;2;true
210;2;7;true
210;3;7;true
210;4;6;true
210;5;1;false
211;0;1;true
211;1;1;true
211;2;2;true
211;3;7;false
211;4;7;true
211;5;6;false
212;0;1;true
212;1;1;false
212;2;1;false
212;3;1;true
212;4;1;true
212;5;1;false
213;0;7;false
213;1;7;false
213;2;7;true
213;3;1;true
213;4;1;true
213;5;1;true
214;0;1;true
214;1;7;true
214;2;7;true
214;3;7;true
214;4;1;true
214;5;1;true
215;0;1;true
215;1;1;true
215;2;1;true
215;3;1;true
215;4;7;true
215;5;7;true
216;0;1;false
216;1;1;true
216;2;2;true
216;3;1;true
216;4;1;true
216;5;7;false
217;0;7;true
217;1;7;true
217;2;7;true
217;3;1;false
217;4;1;true
217;5;1;false
218;0;1;true
218;1;2;true
218;2;1;true
218;3;1;true
218;4;1;true
218;5;7;false
219;0;1;true
219;1;1;true
219;2;1;true
219;3;1;true
219;4;1;true
219;5;1;false
220;0;1;true
220;1;1;true
220;2;2;true
220;3;1;true
220;4;1;true
220;5;7;true
221;0;1;false
221;1;1;true
221;2;1;true
221;3;1;true
221;4;1;true
221;5;2;true
222;0;2;true
222;1;4;true
222;2;1;true
222;3;1;true
222;4;1;true
222;5;1;true
223;0;2;true
223;1;7;true
223;2;3;true
223;3;1;true
223;4;1;true
223;5;1;true
224;0;2;true
224;1;1;true
224;2;7;true
224;3;7;false
224;4;6;true
224;5;1;false
225;0;1;true
225;1;1;true
225;2;1;true
225;3;2;true
225;4;5;false
225;5;1;false
226;0;1;true
226;1;1;true
226;2;2;true
226;3;2;true
226;4;7;false
226;5;7;false
227;0;1;true
227;1;1;true
227;2;2;true
227;3;1;true
227;4;1;true
227;5;7;false
228;0;1;true
228;1;7;true
228;2;7;true
228;3;7;true
228;4;1;true
228;5;1;false
229;0;2;true
229;1;1;true
229;2;1;true
229;3;7;false
229;4;7;true
229;5;6;false
230;0;1;false
230;1;1;true
230;2;2;true
230;3;7;false
230;4;7;true
230;5;6;true
231;0;2;true
231;1;1;true
231;2;1;true
231;3;1;true
231;4;3;true
231;5;7;true
232;0;7;false
232;1;7;false
232;2;7;false
232;3;1;false
232;4;1;true
232;5;1;true
233;0;1;true
233;1;1;true
233;2;1;true
233;3;1;true
233;4;1;false
233;5;1;true
234;0;1;true
234;1;1;true
234;2;1;true
234;3;1;true
234;4;2;true
234;5;1;true
235;0;1;true
235;1;1;false
235;2;2;true
235;3;1;true
235;4;5;true
235;5;1;true
236;0;7;false
236;1;7;false
236;2;7;false
236;3;1;true
236;4;1;true
236;5;1;true
237;0;2;true
237;1;7;false
237;2;7;false
237;3;6;true
237;4;1;false
237;5;1;true
238;0;2;true
238;1;1;true
238;2;7;false
238;3;7;true
238;4;6;true
238;5;1;false
239;0;1;true
239;1;2;true
239;2;7;true
239;3;7;true
239;4;6;false
239;5;1;true
240;0;2;true
240;1;1;true
240;2;1;true
240;3;7;false
240;4;7;true
240;5;6;true
241;0;1;true
241;1;1;true
241;2;1;true
241;3;1;true
241;4;2;true
241;5;1;false
242;0;1;true
242;1;2;true
242;2;1;true
242;3;7;true
242;4;7;true
242;5;6;false
243;0;1;true
243;1;1;true
243;2;7;true
243;3;7;true
243;4;7;false
243;5;1;false
244;0;1;true
244;1;2;true
244;2;1;false
244;3;1;true
244;4;1;true
244;5;1;true
245;0;2;true
245;1;1;true
245;2;3;false
245;3;7;true
245;4;7;false
245;5;4;false
246;0;1;true
246;1;1;true
246;2;1;false
246;3;7;false
246;4;7;false
246;5;7;true
247;0;1;true
247;1;2;true
247;2;1;true
247;3;1;true
247;4;1;true
247;5;1;true
248;0;2;true
248;1;7;true
248;2;7;false
248;3;6;false
248;4;1;true
248;5;1;true
249;0;1;true
249;1;1;true
249;2;1;true
249;3;1;true
249;4;1;false
249;5;1;true
250;0;1;true
250;1;2;true
250;2;1;true
250;3;1;true
250;4;7;false
250;5;7;false
251;0;1;true
251;1;1;true
251;2;2;true
251;3;1;true
251;4;3;true
251;5;7;false
252;0;1;true
252;1;1;true
252;2;1;true
252;3;1;true
252;4;1;true
252;5;1;true
253;0;7;true
253;1;7;false
253;2;7;false
253;3;1;true
253;4;1;true
253;5;1;true
254;0;1;true
254;1;7;false
254;2;7;true
254;3;7;true
254;4;1;false
254;5;1;false
255;0;1;true
255;1;1;true
255;2;2;true
255;3;1;true
255;4;1;true
255;5;1;true
256;0;1;true
256;1;2;true
256;2;1;true
256;3;1;true
256;4;1;true
256;5;1;true
257;0;1;true
257;1;1;true
257;2;2;true
257;3;1;true
257;4;1;true
257;5;1;true
258;0;1;true
258;1;1;true
258;2;7;false
258;3;7;true
258;4;7;true
258;5;1;true
259;0;1;true
259;1;1;true
259;2;1;true
259;3;1;false
259;4;1;true
259;5;1;true
260;0;1;true
260;1;3;true
260;2;1;true
260;3;1;true
260;4;1;true
260;5;4;true
261;0;7;false
261;1;7;true
261;2;7;true
261;3;1;false
261;4;1;true
261;5;1;true
262;0;1;true
262;1;1;true
262;2;1;false
262;3;7;true
262;4;7;false
262;5;7;false
263;0;2;true
263;1;7;false
263;2;7;false
263;3;6;false
263;4;1;false
263;5;1;true
264;0;1;true
264;1;1;true
264;2;7;false
264;3;7;false
264;4;7;false
264;5;1;false
265;0;1;true
265;1;1;true
265;2;1;true
265;3;1;true
265;4;1;true
265;5;2;true
266;0;2;true
266;1;7;true
266;2;7;true
266;3;6;true
266;4;1;true
266;5;1;false
267;0;2;true
267;1;1;true
267;2;7;true
267;3;7;true
267;4;6;true
267;5;1;true
268;0;2;true
268;1;1;true
268;2;7;false
268;3;7;false
268;4;6;false
268;5;1;true
269;0;1;true
269;1;1;true
269;2;1;true
269;3;1;true
269;4;1;true
269;5;1;true
270;0;1;false
270;1;1;true
270;2;7;false
270;3;7;true
270;4;7;false
270;5;1;true
271;0;1;true
271;1;3;true
271;2;7;true
271;3;7;false
271;4;5;false
271;5;1;false
272;0;1;true
272;1;1;true
272;2;2;true
272;3;4;false
272;4;1;true
272;5;1;true
273;0;2;true
273;1;7;false
273;2;7;true
273;3;6;false
273;4;1;false
273;5;1;false
274;0;3;true
274;1;1;false
274;2;1;true
274;3;1;true
274;4;1;true
274;5;1;true
275;0;2;true
275;1;1;true
275;2;7;true
275;3;1;true
275;4;7;true
275;5;6;false
276;0;2;true
276;1;1;true
276;2;1;true
276;3;1;true
276;4;1;true
276;5;1;true
277;0;7;true
277;1;7;false
277;2;7;false
277;3;1;false
277;4;1;false
277;5;1;false
278;0;1;true
278;1;1;false
278;2;1;true
278;3;1;false
278;4;1;true
278;5;1;true
279;0;1;true
279;1;1;true
279;2;1;false
279;3;1;true
279;4;1;false
279;5;1;true
280;0;2;true
280;1;7;true
280;2;7;false
280;3;6;false
280;4;1;false
280;5;1;false
281;0;2;true
281;1;1;true
281;2;7;false
281;3;7;true
281;4;6;true
281;5;1;false
282;0;1;true
282;1;2;true
282;2;7;true
282;3;7;true
282;4;6;false
282;5;1;true
283;0;1;false
283;1;2;true
283;2;1;true
283;3;7;false
283;4;7;false
283;5;6;true
284;0;1;true
284;1;1;true
284;2;2;true
284;3;1;true
284;4;1;true
284;5;7;false
285;0;2;true
285;1;7;false
285;2;7;true
285;3;6;false
285;4;1;false
285;5;1;false
286;0;2;true
286;1;1;true
286;2;5;true
286;3;1;true
286;4;1;true
286;5;1;true
287;0;1;true
287;1;1;true
287;2;7;false
287;3;7;false
287;4;7;true
287;5;1;true
288;0;1;true
288;1;1;true
288;2;7;true
288;3;7;false
288;4;7;false
288;5;1;false
289;0;1;true
289;1;2;true
289;2;1;true
289;3;1;true
289;4;1;true
289;5;1;true
290;0;1;true
290;1;2;true
290;2;1;true
290;3;1;true
290;4;1;true
290;5;1;true
