pair;round;turn;initiatorIntention;initiatorSignal;responderInference;responderSignal;entropyInitiatorListen;entropyResponderListen;entropyInitiatorLexicon;entropyResponderLexicon;KLDivItoR;KLDivRtoI
0;0;0;R2;S3;R1;S1;NA;1.3836680724503108251154154504849651;5.744326666255220669765824585543720602622650770289016300651394379810623634;5.744326666255220669765824585543720602622650770289016300651394379810623634;0E-74;0E-74
0;0;0;R2;S2;R2;S2;0.9407729826691769685580732077713850;1.5294856820988584480927080246976581;5.744326666255220669765824585543720602622650770289016300651394379810623634;3.9547023093007009914422471449769067277340793742971988837991589867080358;1.58098441726136634626008633957786236805409996423678442258949280898200283;1.502740970363463442299956159173378121029076979999929694332147855332629433
0;0;1;R2;S2;R2;S2;1.5294856820988584480927080246976581;0.9227199726424166587218943641920382;3.9547023093007009914422471449769067277340793742971988837991589867080358;4.2165801654100836622377777994667651530104947384727068614187577163691;2.907587717377608886143013755118345747971615407396295551799374154352133;2.146436637038540040021369320020591255811090718694993392880143156632759
0;0;2;R2;S2;S4;I understand;0.9227199726424166587218943641920382;0.6084760774135793617821213676498808;4.2165801654100836622377777994667651530104947384727068614187577163691;3.583275667454699161118142900729099211722828212642296710854025669525;0.5632649935873280134411590301845344592781870924957376796272361770971;0.35187797374543195918056602436013925312907041793158107804551376321566
0;1;0;R1;S1;R1;S1;NA;0.9982663562962838763084019279302519;3.583275667454699161118142900729099211722828212642296710854025669525;3.583275667454699161118142900729099211722828212642296710854025669525;0E-68;0E-68
0;1;0;R1;S1;R1;I understand;0.9982663562962838763084019279302519;0.037558329324366793914595654372646510;3.583275667454699161118142900729099211722828212642296710854025669525;1.41847319156057993584123432923670361879880299387823640458623064836;3.6347333182123558230252602997370103854407530060130190068691455937772;2.4212821201319462848040603150420978840806669625213056251308812853046
0;2;0;R1;S1;R1;I understand;NA;0.037558329324366793914595654372646510;1.41847319156057993584123432923670361879880299387823640458623064836;1.41847319156057993584123432923670361879880299387823640458623064836;0E-67;0E-67
0;3;0;S4;S4;S4;S4;NA;1.1581119615777212455802844813230450;1.41847319156057993584123432923670361879880299387823640458623064836;1.41847319156057993584123432923670361879880299387823640458623064836;0E-67;0E-67
0;3;0;S4;S4;R1;S1;1.1581119615777212455802844813230450;1.2703856680391632925861680175864578;1.41847319156057993584123432923670361879880299387823640458623064836;2.8107603046241842462987218276912136789060710964883416953495298;1.6048882463325606072553735648110295811775169698963891999783042088;2.927112372467588717424780348805577597189869837033575380800391490
0;3;1;S4;S3;S4;S3;0.31491018624966347325228452541859363;1.5806367403883999218647517556343903;2.8107603046241842462987218276912136789060710964883416953495298;0.98454290149381058770025879276814436907663139694265650007682;0.078995524702262884563448329158447384407826711217698744420055;1.1793780026173223718348224656446822307563051257575139192847744
0;3;2;S4;S2;R1;S4;1.5806367403883999218647517556343903;1.5413341633227876646280035062650885;0.98454290149381058770025879276814436907663139694265650007682;2.93782088595078578131925715981970359452451484085716198969;5.76875729262289581314607718575453721587128066057612002635053;2.984121849623943577778263608961335858080486607246175102874
0;3;3;S4;S3;R2;S1;1.5083999773586303611871263445386355;1.5706447513964949465250068160180232;2.93782088595078578131925715981970359452451484085716198969;2.77324174215994082314640579005094443606953589623590617;-0.1868675908815032190289515970684124596822173358391030973;0.2635527913270636153352552219425246357471443077945644063
0;3;4;S4;S4;R2;S3;1.3503052204201320918816772386606823;1.5678296896579323161675334242775601;2.77324174215994082314640579005094443606953589623590617;2.703458396653672317717753178681392447537620375237049;0.023632765559415591475687166446418624687557060670657996;0.009092048832389032632691057278470804592600297754126856
0;3;5;S4;S3;NA;NA;1.5707600816551067669063474287700080;NA;2.703458396653672317717753178681392447537620375237049;NA;NA;NA
0;4;0;R2;S2;R1;S1;NA;1.5607504663587047654799230638299308;2.701887770561823208362595501255212392208756263865;2.701887770561823208362595501255212392208756263865;0E-49;0E-49
0;4;0;R2;S2;R2;S2;1.3516823007016259742987561423709630;1.5607258939403369833845610735819636;2.701887770561823208362595501255212392208756263865;2.6812832901703293367010437914639502968546422092;0.00287988206785194955193290686203967075631469135224;0.00173765712354874245306023996367251194197972521647
0;4;1;R2;S2;R1;S1;1.5607258939403369833845610735819636;1.5607258274465063070020843830580123;2.6812832901703293367010437914639502968546422092;2.679328446999718378892631737012343053810423792;0.001952226903732290583448254574387855321686685260;0.000982194313887689286524404121822879415016448284
0;4;2;R2;S1;R2;S1;1.3523483106067898275795999906077268;1.3522246995053512027410221564223893;2.679328446999718378892631737012343053810423792;2.680966664861623839911783922171693146834564;0.000218620166973358985483205286620610211864991;0.000210931494303742370706392737888579929561013
0;4;3;R2;S4;R1;S1;1.3522246995053512027410221564223893;1.5676747466916797485244526537015806;2.680966664861623839911783922171693146834564;2.6866311302687033438131529014886805860805;0.0006252456551324684343601901446435952545453;0.0006431284321041566274812164506296166746831
0;4;4;R2;S2;R2;S2;1.3519118463860861943769986185554716;1.5612050685256231957638807181109984;2.6866311302687033438131529014886805860805;2.69166078736299195394652139920882621118;0.00029055245717944235831760412553317355408;0.00031517989809343732835209306817859740076
0;4;5;R2;S2;NA;NA;1.5612050685256231957638807181109984;NA;2.69166078736299195394652139920882621118;NA;NA;NA
0;5;0;S4;S4;S4;S4;NA;1.5683773708056772716819322460794103;2.70838591106569664174151513356268659;2.70838591106569664174151513356268659;0E-36;0E-36
0;5;0;S4;S3;S4;S4;1.5683773708056772716819322460794103;1.5709505944546686389980760631207004;2.70838591106569664174151513356268659;2.2565647621309539596999772513143098;-0.101265388786910401168164635400315877;0.132466100297171593989001030461970215
0;5;1;S4;S1;R1;I understand;1.5410078709714835187922069060754150;0.0;2.2565647621309539596999772513143098;0.0;0.0;0.0
