pair;round;nrTurns;success
22;3;1;true
22;4;1;true
22;5;1;true
23;0;7;false
23;1;1;true
23;2;7;false
23;3;1;false
23;4;1;true
23;5;1;false
24;0;2;true
24;1;7;false
24;2;1;true
24;3;6;false
24;4;1;false
24;5;1;false
25;0;1;true
25;1;1;true
25;2;2;true
25;3;1;true
25;4;1;true
25;5;1;true
26;0;1;true
26;1;2;true
26;2;1;true
26;3;1;true
26;4;1;true
26;5;1;true
27;0;2;true
27;1;1;true
27;2;1;true
27;3;1;true
27;4;1;true
27;5;1;true
28;0;7;true
28;1;1;true
28;2;7;true
28;3;1;true
28;4;1;true
28;5;1;true
29;0;3;true
29;1;1;true
29;2;1;true
29;3;1;true
29;4;1;true
29;5;1;true
30;0;1;true
30;1;7;true
30;2;1;true
30;3;7;false
30;4;3;false
30;5;1;true
31;0;1;true
31;1;7;true
31;2;1;true
31;3;1;true
31;4;1;true
31;5;7;false
32;0;7;true
32;1;1;true
32;2;1;true
32;3;1;true
32;4;7;false
32;5;2;true
33;0;1;true
33;1;7;true
33;2;7;true
33;3;1;false
33;4;1;false
33;5;1;false
34;0;2;true
34;1;2;true
34;2;2;true
34;3;1;true
34;4;1;true
34;5;1;true
35;0;7;false
35;1;1;true
35;2;7;true
35;3;1;false
35;4;1;false
35;5;1;false
36;0;2;true
36;1;1;true
36;2;7;true
36;3;5;true
36;4;1;false
36;5;1;false
37;0;1;true
37;1;7;false
37;2;7;true
37;3;1;true
37;4;1;false
37;5;1;true
38;0;1;true
38;1;7;false
38;2;1;true
38;3;7;false
38;4;3;false
38;5;1;true
39;0;7;false
39;1;1;true
39;2;7;true
39;3;1;true
39;4;3;true
39;5;1;true
40;0;1;true
40;1;1;true
40;2;1;true
40;3;1;true
40;4;7;true
40;5;1;true
41;0;7;false
41;1;3;false
41;2;7;false
41;3;1;true
41;4;1;false
41;5;1;false
42;0;1;true
42;1;1;true
42;2;1;true
42;3;7;false
42;4;7;false
42;5;2;true
43;0;1;true
43;1;1;true
43;2;7;false
43;3;7;true
43;4;1;true
43;5;3;true
44;0;7;true
44;1;7;false
44;2;2;false
44;3;1;false
44;4;1;false
44;5;1;true
45;0;2;true
45;1;1;true
45;2;1;true
45;3;1;true
45;4;1;true
45;5;7;true
46;0;1;true
46;1;7;false
46;2;7;false
46;3;2;false
46;4;1;false
46;5;1;true
47;0;7;false
47;1;6;false
47;2;1;true
47;3;1;false
47;4;1;false
47;5;1;false
48;0;3;true
48;1;7;true
48;2;4;true
48;3;1;false
48;4;1;false
48;5;1;false
49;0;1;true
49;1;7;false
49;2;7;true
49;3;1;true
49;4;3;true
49;5;1;false
50;0;1;true
50;1;7;false
50;2;7;true
50;3;1;true
50;4;1;false
50;5;1;true
51;0;7;true
51;1;1;true
51;2;7;true
51;3;1;true
51;4;2;true
51;5;1;true
52;0;7;true
52;1;6;true
52;2;1;false
52;3;1;false
52;4;1;false
52;5;1;false
53;0;7;true
53;1;6;false
53;2;1;false
53;3;1;true
53;4;1;false
53;5;1;true
54;0;1;true
54;1;7;false
54;2;1;true
54;3;7;true
54;4;1;false
54;5;1;false
55;0;7;true
55;1;7;true
55;2;1;true
55;3;1;true
55;4;1;false
55;5;1;false
56;0;7;false
56;1;1;true
56;2;1;true
56;3;1;true
56;4;7;true
56;5;1;true
57;0;7;true
57;1;1;true
57;2;7;false
57;3;5;false
57;4;1;false
57;5;1;false
58;0;1;true
58;1;7;true
58;2;1;true
58;3;7;true
58;4;1;false
58;5;1;false
59;0;7;false
59;1;7;false
59;2;2;false
59;3;1;false
59;4;1;true
59;5;1;false
60;0;7;true
60;1;2;true
60;2;1;true
60;3;1;true
60;4;1;true
60;5;1;true
61;0;1;true
61;1;1;true
61;2;1;true
61;3;7;false
61;4;1;true
61;5;7;true
62;0;7;true
62;1;7;true
62;2;1;false
62;3;1;false
62;4;1;false
62;5;1;false
63;0;2;true
63;1;1;true
63;2;1;true
63;3;1;true
63;4;7;true
63;5;1;true
64;0;1;true
64;1;2;true
64;2;1;true
64;3;7;true
64;4;6;false
64;5;1;true
65;0;2;true
65;1;7;false
65;2;1;true
65;3;7;true
65;4;1;false
65;5;1;true
66;0;1;true
66;1;1;true
66;2;7;false
66;3;7;false
66;4;2;false
66;5;1;true
67;0;2;true
67;1;1;true
67;2;1;true
67;3;1;true
67;4;1;true
67;5;7;false
68;0;1;true
68;1;7;true
68;2;7;true
68;3;2;false
68;4;1;false
68;5;1;false
69;0;1;true
69;1;7;true
69;2;1;true
69;3;7;false
69;4;1;false
69;5;1;true
70;0;7;true
70;1;7;true
70;2;1;true
70;3;1;false
70;4;1;true
70;5;1;false
71;0;7;true
71;1;1;true
71;2;7;true
71;3;3;true
71;4;1;false
71;5;1;false
72;0;2;true
72;1;1;true
72;2;1;true
72;3;1;true
72;4;1;true
72;5;7;false
73;0;1;true
73;1;7;true
73;2;7;false
73;3;1;true
73;4;2;true
73;5;1;false
74;0;7;false
74;1;7;false
74;2;2;true
74;3;1;true
74;4;1;false
74;5;1;true
75;0;7;false
75;1;7;true
75;2;1;false
75;3;1;false
75;4;1;true
75;5;1;false
76;0;7;true
76;1;7;false
76;2;1;true
76;3;3;true
76;4;1;true
76;5;1;true
77;0;2;false
77;1;1;true
77;2;7;false
77;3;7;true
77;4;1;true
77;5;1;true
78;0;2;true
78;1;1;true
78;2;1;true
78;3;1;true
78;4;1;true
78;5;7;true
79;0;2;true
79;1;1;true
79;2;7;true
79;3;6;false
79;4;1;false
79;5;1;true
80;0;7;true
80;1;1;true
80;2;1;true
80;3;7;false
80;4;2;true
80;5;2;false
81;0;2;true
81;1;1;true
81;2;1;true
81;3;1;true
81;4;7;false
81;5;6;true
82;0;7;false
82;1;7;true
82;2;1;true
82;3;1;true
82;4;1;true
82;5;1;false
83;0;7;false
83;1;7;false
83;2;2;false
83;3;1;false
83;4;1;false
83;5;1;false
84;0;2;true
84;1;1;true
84;2;1;true
84;3;7;true
84;4;6;false
84;5;1;false
85;0;2;true
85;1;1;true
85;2;7;true
85;3;7;false
85;4;2;true
85;5;1;true
86;0;7;true
86;1;7;false
86;2;2;true
86;3;1;false
86;4;1;false
86;5;1;true
87;0;7;true
87;1;6;true
87;2;1;false
87;3;1;false
87;4;1;false
87;5;1;false
88;0;2;true
88;1;1;true
88;2;1;true
88;3;1;true
88;4;1;true
88;5;1;true
89;0;2;true
89;1;1;true
89;2;1;true
89;3;7;false
89;4;4;true
89;5;1;true
90;0;1;true
90;1;2;true
90;2;1;false
90;3;1;true
90;4;1;true
90;5;1;true
91;0;7;false
91;1;7;false
91;2;2;false
91;3;1;false
91;4;1;false
91;5;1;true
92;0;2;true
92;1;7;false
92;2;5;true
92;3;1;true
92;4;1;false
92;5;1;false
93;0;7;false
93;1;7;true
93;2;2;false
93;3;1;false
93;4;1;true
93;5;1;false
94;0;1;true
94;1;2;true
94;2;1;true
94;3;1;true
94;4;1;true
94;5;1;true
95;0;1;true
95;1;7;false
95;2;1;true
95;3;7;false
95;4;3;true
95;5;1;false
96;0;2;true
96;1;1;true
96;2;1;true
96;3;1;true
96;4;1;true
96;5;1;true
97;0;7;true
97;1;7;false
97;2;1;true
97;3;1;false
97;4;1;false
97;5;1;false
98;0;1;true
98;1;7;false
98;2;7;true
98;3;1;false
98;4;1;true
98;5;1;false
99;0;7;true
99;1;1;true
99;2;7;true
99;3;1;true
99;4;1;false
99;5;1;true
