pair;round;turn;initiatorIntention;initiatorSignal;responderInference;responderSignal;entropyInitiatorListen;entropyResponderListen;entropyInitiatorLexicon;entropyResponderLexicon;KLDivItoR;KLDivRtoI
0;0;0;R2;S2;S4;S1;NA;1.5225344447726409725809767301924973;6.585169323375788634047673305123511814564945267720405675418529296035893732;6.585169323375788634047673305123511814564945267720405675418529296035893732;0E-74;0E-74
0;0;0;R2;S2;S4;S2;1.3294958226164109270842040518203757;1.3996359097065338163933885132216630;6.585169323375788634047673305123511814564945267720405675418529296035893732;3.9719530575672687178768075815130964108065350951708426565600170678592318;1.596518048811478437282317088330822066707938183407077749673713217270752137;1.871388774180785781963392045389021513135389636073253479525034067357855178
0;0;1;R2;S4;R2;S4;1.3996359097065338163933885132216630;1.3603175006557587240822344265055458;3.9719530575672687178768075815130964108065350951708426565600170678592318;2.891065085445878312208558751849788749919453598184232855775566509631737;0.81396447326155582636951601950224954463126428349696703728387346521983662;0.30932449757308520248645499766899554181859135984616825268117997609244095
0;0;2;R2;S1;R2;I understand;1.3603175006557587240822344265055458;0.17374890484815690289341154093399788;2.891065085445878312208558751849788749919453598184232855775566509631737;2.0834467550523548860696352317228995335856225147159145068573329973877;3.979270638441657449181761961664749154149344961396933846870996454868702;1.740322694668795401197247105752413879284357430983541706215892146213733
0;1;0;R1;S4;R1;S4;NA;1.04936616770516990994066944729600271;2.0834467550523548860696352317228995335856225147159145068573329973877;2.0834467550523548860696352317228995335856225147159145068573329973877;0E-69;0E-69
0;1;0;R1;S4;R1;S4;1.04936616770516990994066944729600271;1.08661244709771715508218072728462023;2.0834467550523548860696352317228995335856225147159145068573329973877;2.44279901645267505570600612581145434903829727882735792348145274196;0.09877082088926308557418032091508520264496752505664774247958921070694;0.06466207019773944170527955483751283110921164073855117385624035174848
0;1;1;R1;S4;S4;S4;1.08661244709771715508218072728462023;1.1296956347961798209485266177591717;2.44279901645267505570600612581145434903829727882735792348145274196;2.9898178733425677256510097943043722993638067875798099446013238147;0.06832495151544818771756787482492550718638297837412470352953046721;0.075802060748686496111835057976739819312108400246666860967466537332
0;1;2;R1;S4;R1;S4;1.1296956347961798209485266177591717;1.1788841311220910537760846850180047;2.9898178733425677256510097943043722993638067875798099446013238147;3.479690882028766886133201249469417645416643178030933630293034334;0.091100158928466705904967584346740231697602463148072972193054562634;0.099195637934178509386065074298020024020738408178893769964605061742
0;1;3;R1;S4;S4;S4;1.1788841311220910537760846850180047;1.2753481569892601774191906483576266;3.479690882028766886133201249469417645416643178030933630293034334;3.8225492472528347908401654862800648568605615807841631479101523;0.1201576853699768997827417558839912384627189748656466095891609180;0.1345495643443455202225950342433749383130820622660349928691117829
0;1;4;R1;S4;S4;S4;1.2753481569892601774191906483576266;1.4038342808014615691682851933663929;3.8225492472528347908401654862800648568605615807841631479101523;3.8831262707044166331737536750560046312646221784912404674863917;0.169599978403260335448909433867274147337261045931550302688172397;0.185815833658073584221041543959638703610279327267481547612190447
0;1;5;R1;S4;NA;NA;1.4038342808014615691682851933663929;NA;3.8831262707044166331737536750560046312646221784912404674863917;NA;NA;NA
0;2;0;R1;S3;S4;S3;NA;1.5095424670685673682855395335818945;3.495580343177971633908328157760198280807149418657965977173530;3.495580343177971633908328157760198280807149418657965977173530;0E-62;0E-62
0;2;0;R1;S4;R2;S2;1.5095424670685673682855395335818945;1.4873789462309225932016027838083312;3.495580343177971633908328157760198280807149418657965977173530;2.87498777166321262356445431645521544268103303734589733284;0.678024759683298893537194855653886766475444277830223118961958;0.5303839204434729084665950531720487840011941048708103944942
0;2;1;R1;S3;R1;S3;1.5810989690499444725300063429808939;1.4492231154662615073298491372655251;2.87498777166321262356445431645521544268103303734589733284;1.74568475318422608386065484115740861449829754623521637;-0.2534077958217000598653126251501273559148822386838859069;1.9747803780670441242639238153079565961674606608252038649
0;2;2;R1;S2;S4;S3;1.4492231154662615073298491372655251;1.4069588502209260255976184339683769;1.74568475318422608386065484115740861449829754623521637;2.79771367032015547660659123318140819727834458101271;1.646207028112369913714222310140333025938767565801600862;2.9681862601989353440682162862440382223967633341160428
0;2;3;R1;S3;S4;S1;1.1464500148650267177502800795843027;1.2159920113479578694978375844077925;2.79771367032015547660659123318140819727834458101271;1.79082681453076097077100110548430715381141290734;-0.15648149420659048808976399266534651426329675791355;0.9983907413573261564156735061082068351293057876682
0;2;4;R1;S3;R1;I understand;1.2996464767843001528663082087380101;0.2387238983722157897443808416868966446;1.79082681453076097077100110548430715381141290734;0.266599087895059938610354835933593569867602789;0.2045518673408750731791631623714113707463711958531;0.3737634039190970264740528931089889770740835324080
